genus,prop_endemic,species_number,nz,nc,ng,wcvp,indo2,prop_aus,n,ala,rowsums,current_knowledge
Dimocarpus,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.897196261682243,107,TRUE,3,non-endemic
Dimorphocoma,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,63,FALSE,0,endemic
Dinghoua,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,84,FALSE,0,endemic
Dinosperma,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,596,FALSE,0,endemic
Diocirea,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,53,FALSE,0,endemic
Diodontium,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,7,FALSE,0,endemic
Diplarrena,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3242,FALSE,0,endemic
Diplaspis,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,629,FALSE,0,endemic
Diplatia,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,494,FALSE,0,endemic
Diplocaulobium,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0.33430232558139533,344,TRUE,2,non-endemic
Diplolaena,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,1,1139,FALSE,0,endemic
Diplopeltis,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,887,FALSE,0,endemic
Dipteracanthus,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,0.943030303030303,825,TRUE,3,non-endemic
Discaria,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.9172970247100353,1983,TRUE,3,non-endemic
Diselma,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9953051643192489,426,FALSE,0,endemic
Disphyma,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,0.9525542133605006,6871,TRUE,4,non-endemic
Dissiliaria,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,409,FALSE,0,endemic
Dissocarpus,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,8058,FALSE,0,endemic
Distichlis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.9957924263674615,4278,FALSE,1,unclear
Dithyrostegia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,41,FALSE,0,endemic
Diuris,1,99,FALSE,FALSE,FALSE,TRUE,TRUE,1,49186,FALSE,2,non-endemic
Dockrillia,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,0.9893521025085724,5541,TRUE,1,unclear
Doryanthes,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.9978891820580474,3790,FALSE,0,endemic
Doryphora,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.9997541185148758,4067,FALSE,0,endemic
Drabastrum,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,125,FALSE,0,endemic
Dracophyllum,1,7,TRUE,TRUE,FALSE,TRUE,FALSE,0.2603099225193702,8002,TRUE,4,non-endemic
Drakaea,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,1203,FALSE,0,endemic
Drummondita,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,514,FALSE,0,endemic
Dryadodaphne,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.6470588235294118,136,TRUE,3,non-endemic
Drymoanthus,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,0.07692307692307693,234,TRUE,4,non-endemic
Drymophila,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3890,FALSE,0,endemic
Dryopoa,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,823,FALSE,0,endemic
Dubouzetia,1,2,FALSE,TRUE,FALSE,TRUE,TRUE,0.5333333333333333,150,TRUE,4,non-endemic
Duma,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,13022,FALSE,1,unclear
Duperreya,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,351,FALSE,0,endemic
Durringtonia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,81,FALSE,0,endemic
Ecdeiocolea,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,419,FALSE,0,endemic
Echinostephia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,583,FALSE,0,endemic
Eidothea,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,345,FALSE,0,endemic
Elachanthus,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,399,FALSE,0,endemic
Elacholoma,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,501,FALSE,0,endemic
Elattostachys,1,5,FALSE,TRUE,FALSE,TRUE,TRUE,0.9857142857142858,2310,TRUE,4,non-endemic
Elythranthera,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1948,FALSE,0,endemic
Embadium,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,62,FALSE,0,endemic
Emblingia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,36,FALSE,0,endemic
Enekbatus,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,346,FALSE,0,endemic
Enydra,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.9887640449438202,356,TRUE,4,non-endemic
Epacris,1,53,TRUE,FALSE,FALSE,TRUE,FALSE,0.9924736873052272,68028,FALSE,2,non-endemic
Epiblema,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,150,FALSE,0,endemic
Epitriche,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,24,FALSE,0,endemic
Eremaea,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,2230,FALSE,0,endemic
Eremophea,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,321,FALSE,0,endemic
Eremophila,1,234,TRUE,FALSE,FALSE,TRUE,FALSE,0.999839039187767,80765,FALSE,2,non-endemic
Eremosyne,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,54,FALSE,0,endemic
Eria,1,5,FALSE,TRUE,FALSE,TRUE,TRUE,0.6224489795918368,294,TRUE,4,non-endemic
Erichsenia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,53,FALSE,0,endemic
Ericksonella,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,466,FALSE,0,endemic
Ericomyrtus,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,870,FALSE,0,endemic
Erigeron,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.9699333558551642,32561,TRUE,5,non-endemic
Eriochilus,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,6730,FALSE,0,endemic
Eriochiton,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,4081,FALSE,0,endemic
Eriochlamys,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.9989395546129375,943,FALSE,0,endemic
Eriostemon,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.9978463747307968,2786,FALSE,0,endemic
Erodiophyllum,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,216,FALSE,0,endemic
Erodium,1,5,FALSE,FALSE,TRUE,TRUE,FALSE,0.9786723220359329,24991,TRUE,3,non-endemic
Erymophyllum,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,664,FALSE,0,endemic
Erythrophleum,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.9991477756945628,11734,FALSE,3,non-endemic
Erythrorchis,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,393,FALSE,2,non-endemic
Erythroxylum,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,0.9199380165289256,1936,TRUE,5,non-endemic
Eschenbachia,1,2,FALSE,FALSE,TRUE,TRUE,FALSE,0.8449612403100775,129,TRUE,3,non-endemic
Ethuliopsis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,352,FALSE,0,endemic
Etlingera,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.8235294117647058,102,TRUE,3,non-endemic
Euchilopsis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,267,FALSE,0,endemic
Eucosia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.6216216216216216,37,TRUE,1,unclear
Eucryphia,1,5,FALSE,FALSE,FALSE,TRUE,FALSE,0.9923747276688453,3672,FALSE,1,unclear
Eumachia,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.4876847290640394,203,TRUE,3,non-endemic
Euodia,1,2,FALSE,TRUE,FALSE,TRUE,TRUE,0.6133333333333333,225,TRUE,4,non-endemic
Euphrasia,1,20,TRUE,FALSE,FALSE,TRUE,TRUE,0.7948031074203054,11199,TRUE,4,non-endemic
Eurychorda,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,3455,FALSE,0,endemic
Euryomyrtus,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,4157,FALSE,0,endemic
Eutaxia,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,0.9991565248825159,8299,FALSE,0,endemic
Evandra,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,258,FALSE,0,endemic
Everistia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.998158379373849,543,FALSE,0,endemic
Ewartia,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.9990366088631984,1038,FALSE,0,endemic
Exocarya,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.9968051118210862,313,FALSE,2,non-endemic
Falcataria,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.5623268698060941,361,TRUE,3,non-endemic
Feldstonia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,39,FALSE,0,endemic
Fieldia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2109,FALSE,0,endemic
Fitzwillia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,22,FALSE,0,endemic
Flacourtia,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.7334754797441365,469,TRUE,4,non-endemic
Flickingeria,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.5769230769230769,78,TRUE,1,unclear
Floydia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,191,FALSE,0,endemic
Fontainea,1,6,FALSE,TRUE,FALSE,TRUE,TRUE,0.9838274932614556,371,TRUE,4,non-endemic
Forstera,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.1829121540312876,831,TRUE,3,non-endemic
Franciscodendron,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,136,FALSE,0,endemic
Frankenia,1,44,FALSE,FALSE,TRUE,TRUE,FALSE,0.9860952815135628,8774,TRUE,3,non-endemic
Franklandia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,268,FALSE,0,endemic
Galbulimima,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.7244094488188977,254,TRUE,3,non-endemic
Gardenia,1,19,FALSE,TRUE,TRUE,TRUE,TRUE,0.9420952982013253,6338,TRUE,5,non-endemic
Gastrolobium,1,110,FALSE,FALSE,FALSE,TRUE,FALSE,0.999000299910027,10003,FALSE,1,unclear
Geleznowia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,491,FALSE,0,endemic
Genoplesium,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.9819177011044864,10231,TRUE,4,non-endemic
Gentiana,1,4,FALSE,FALSE,FALSE,TRUE,TRUE,0.16236162361623616,813,TRUE,3,non-endemic
Gentianella,1,14,TRUE,FALSE,FALSE,TRUE,FALSE,0.32955593622348134,7589,TRUE,3,non-endemic
Geococcus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,546,FALSE,0,endemic
Georgeantha,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.8518518518518519,81,TRUE,1,unclear
Geosiris,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,8,FALSE,1,unclear
Gilberta,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,359,FALSE,0,endemic
Gilesia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,127,FALSE,0,endemic
Gilruthia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,161,FALSE,0,endemic
Gingidia,1,3,TRUE,FALSE,FALSE,TRUE,FALSE,0.27716849451645065,1003,TRUE,3,non-endemic
Glischrocaryon,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.9997546614327772,4076,FALSE,0,endemic
Glossodia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,11600,FALSE,0,endemic
Glyceria,1,3,TRUE,FALSE,TRUE,TRUE,FALSE,0.7602188606372707,3107,TRUE,4,non-endemic
Glycocystis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,67,FALSE,0,endemic
Glycyrrhiza,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.976692066337965,2231,TRUE,4,non-endemic
Gnaphalium,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,0.8880965441579813,1823,TRUE,4,non-endemic
Gnephosis,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,1,5034,FALSE,0,endemic
Gomphrena,1,32,FALSE,FALSE,TRUE,TRUE,TRUE,0.9863110358453289,7086,TRUE,4,non-endemic
Goniothalamus,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.4891304347826087,276,TRUE,4,non-endemic
Goodia,1,6,FALSE,FALSE,FALSE,TRUE,FALSE,0.9956529956529957,5291,FALSE,1,unclear
Gossypium,1,17,FALSE,TRUE,TRUE,TRUE,TRUE,0.9681970884658455,4465,TRUE,5,non-endemic
Grammitis,1,4,FALSE,TRUE,TRUE,TRUE,TRUE,0.6024915062287656,883,TRUE,5,non-endemic
Grammosolen,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,420,FALSE,0,endemic
Granitites,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,42,FALSE,0,endemic
Grastidium,1,5,FALSE,FALSE,FALSE,FALSE,TRUE,0.39789473684210525,475,TRUE,2,non-endemic
Gratwickia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,82,FALSE,0,endemic
Guichenotia,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,1,1315,FALSE,0,endemic
Guilfoylia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,597,FALSE,0,endemic
Gunnera,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.1968586387434555,955,TRUE,5,non-endemic
Gunnessia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,49,FALSE,0,endemic
Gunniopsis,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,1967,FALSE,0,endemic
Gymnoschoenus,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3701,FALSE,0,endemic
Gymnostachys,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9998126639190709,5338,FALSE,0,endemic
Gymnostoma,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.21287128712871287,606,TRUE,4,non-endemic
Gynatrix,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1671,FALSE,0,endemic
Gynura,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.8863636363636364,264,TRUE,3,non-endemic
Gyrostemon,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,2973,FALSE,0,endemic
Hackelia,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.9907514450867052,6055,FALSE,2,non-endemic
Haeckeria,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,141,FALSE,0,endemic
Haegiela,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,153,FALSE,0,endemic
Hakea,1,151,TRUE,FALSE,TRUE,TRUE,FALSE,0.996427393646257,90970,FALSE,3,non-endemic
Haloragis,1,23,TRUE,TRUE,FALSE,TRUE,FALSE,0.9729659978063101,15499,TRUE,4,non-endemic
Haloragodendron,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,602,FALSE,0,endemic
Hannafordia,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,543,FALSE,0,endemic
Haptotrichion,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,34,FALSE,0,endemic
Harmogia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,966,FALSE,0,endemic
Harmsiodoxa,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,2081,FALSE,0,endemic
Harnieria,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.9893048128342246,561,TRUE,1,unclear
Hedraianthera,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,589,FALSE,0,endemic
Hedycarya,1,2,TRUE,TRUE,FALSE,TRUE,FALSE,0.9275766016713092,5744,TRUE,4,non-endemic
Hedyscepe,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9736842105263158,76,TRUE,1,unclear
Helichrysum,1,4,TRUE,TRUE,TRUE,TRUE,TRUE,0.8180581323438466,8085,TRUE,6,non-endemic
Helipterum,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9884057971014493,345,TRUE,1,unclear
Helmholtzia,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.9968847352024922,642,FALSE,2,non-endemic
Hemarthria,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.9948914431673053,4698,FALSE,3,non-endemic
Hemiandra,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1693,FALSE,0,endemic
Hemichroa,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.94,750,TRUE,1,unclear
Hemigenia,1,53,FALSE,FALSE,FALSE,FALSE,FALSE,1,3704,FALSE,0,endemic
Hemiphora,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,461,FALSE,0,endemic
Hemmantia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.5714285714285714,21,TRUE,1,unclear
Hensmania,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,170,FALSE,0,endemic
Heterachne,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,471,FALSE,0,endemic
Heterozostera,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.955585464333782,743,TRUE,1,unclear
Hexaspora,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,26,FALSE,0,endemic
Hicksbeachia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1146,FALSE,0,endemic
Hildegardia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.9666666666666667,30,TRUE,3,non-endemic
Hippocratea,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.9693877551020408,490,TRUE,4,non-endemic
Hodgkinsonia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9985119047619048,672,FALSE,0,endemic
Hodgsoniola,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9393939393939394,66,TRUE,1,unclear
Holcolemma,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,25,FALSE,1,unclear
Hollandaea,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,1,202,FALSE,1,unclear
Homalium,1,3,FALSE,TRUE,TRUE,TRUE,TRUE,0.6879562043795621,548,TRUE,5,non-endemic
Homalocalyx,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,977,FALSE,0,endemic
Homalosciadium,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,586,FALSE,0,endemic
Homalospermum,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,278,FALSE,0,endemic
Homopholis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,611,FALSE,0,endemic
Homoranthus,1,31,FALSE,FALSE,FALSE,FALSE,FALSE,1,3352,FALSE,0,endemic
Hookerochloa,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1007,FALSE,0,endemic
Hopkinsia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,92,FALSE,0,endemic
Horsfieldia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.6521739130434783,920,TRUE,3,non-endemic
Hovea,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,0.9999271030762502,27436,FALSE,0,endemic
Howea,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,0.990467111534795,1049,FALSE,1,unclear
Howittia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,900,FALSE,0,endemic
Hullsia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,FALSE,0,endemic
Huxleya,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,86,FALSE,0,endemic
Hyalochlamys,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,245,FALSE,0,endemic
Hyalosperma,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,6501,FALSE,0,endemic
Hybanthus,1,8,FALSE,TRUE,TRUE,TRUE,TRUE,0.9936005389019872,11876,FALSE,4,non-endemic
Hygrochloa,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,132,FALSE,0,endemic
Hygrophila,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.9664855072463768,1104,TRUE,5,non-endemic
Hylandia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,167,FALSE,0,endemic
Hymenachne,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.9788608338226659,1703,TRUE,3,non-endemic
Hypocalymma,1,26,FALSE,FALSE,FALSE,FALSE,FALSE,0.99696802646086,3628,FALSE,0,endemic
Hypolaena,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,10519,FALSE,0,endemic
Hypsophila,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,287,FALSE,0,endemic
Hysterobaeckea,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,0.9997284084736556,3682,FALSE,0,endemic
Idiospermum,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,284,FALSE,0,endemic
Illigera,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.5,14,TRUE,3,non-endemic
Indagator,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,FALSE,0,endemic
Iotasperma,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,130,FALSE,0,endemic
Irenepharsus,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,310,FALSE,0,endemic
Irvingbaileya,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,FALSE,0,endemic
Iseilema,1,12,FALSE,FALSE,FALSE,TRUE,TRUE,0.9966858152894388,4526,FALSE,2,non-endemic
Isoetopsis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9997170345217884,3534,FALSE,0,endemic
Isoglossa,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.9903846153846154,104,FALSE,2,non-endemic
Isophysis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,310,FALSE,0,endemic
Isopogon,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,0.9996764801035264,18546,FALSE,0,endemic
Isotropis,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,2261,FALSE,0,endemic
Ixiochlamys,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,936,FALSE,0,endemic
Ixiolaena,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,140,FALSE,0,endemic
Ixodia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3152,FALSE,0,endemic
Jacksonia,1,74,FALSE,FALSE,FALSE,FALSE,FALSE,1,15651,FALSE,0,endemic
Jedda,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,24,FALSE,0,endemic
Johnsonia,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,943,FALSE,0,endemic
Kalanchoe,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,0.6568627450980392,102,TRUE,4,non-endemic
Kardomia,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,502,FALSE,0,endemic
Karrabina,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,861,FALSE,0,endemic
Kelita,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,0,endemic
Kennedia,1,13,FALSE,FALSE,FALSE,TRUE,FALSE,0.998563484708063,21580,FALSE,1,unclear
Kingia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,533,FALSE,0,endemic
Kippistia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,344,FALSE,0,endemic
Koeleria,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.1488833746898263,403,TRUE,5,non-endemic
Kohautia,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.9555555555555556,45,TRUE,4,non-endemic
Kuntheria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,117,FALSE,0,endemic
Labichea,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,1524,FALSE,0,endemic
Laccospadix,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9882352941176471,255,TRUE,1,unclear
Lachnostachys,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.9986789960369881,757,FALSE,0,endemic
Lagarostrobos,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9876543209876543,648,TRUE,1,unclear
Lagunaria,1,2,TRUE,FALSE,TRUE,TRUE,FALSE,0.9384615384615385,910,TRUE,4,non-endemic
Lamarchea,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,159,FALSE,0,endemic
Lambertia,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,0.9997919916796671,9615,FALSE,0,endemic
Lamprolobium,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,322,FALSE,1,unclear
Landoltia,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.9840670859538784,2385,TRUE,2,non-endemic
Larsenaikia,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,1617,FALSE,0,endemic
Lasiopetalum,1,49,FALSE,FALSE,FALSE,FALSE,FALSE,0.9998055609566401,15429,FALSE,0,endemic
Lasjia,1,3,FALSE,FALSE,FALSE,TRUE,TRUE,0.9707792207792207,308,TRUE,3,non-endemic
Latrobea,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,438,FALSE,0,endemic
Lawrencella,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1522,FALSE,0,endemic
Lawrencia,1,12,FALSE,FALSE,FALSE,TRUE,FALSE,1,4341,FALSE,1,unclear
Laxmannia,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,10587,FALSE,0,endemic
Legnephora,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.9937304075235109,1276,FALSE,2,non-endemic
Leiocarpa,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,8371,FALSE,0,endemic
Leionema,1,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.967741935483871,6138,TRUE,3,non-endemic
Lemooria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,549,FALSE,0,endemic
Lenbrassia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,212,FALSE,0,endemic
Lenwebbia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,255,FALSE,0,endemic
Lepiderema,1,6,FALSE,FALSE,FALSE,TRUE,TRUE,0.9990875912408759,1096,FALSE,2,non-endemic
Lepidobolus,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2842,FALSE,0,endemic
Lepidorrhachis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,68,FALSE,0,endemic
Lepidozamia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.9960835509138382,766,FALSE,0,endemic
Lepistemon,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.8636363636363636,66,TRUE,3,non-endemic
Leporella,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1930,FALSE,0,endemic
Leptocarpus,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,0.9997154779969651,10544,FALSE,0,endemic
