"","genus","prop_endemic","species_number","nz","nc","ng","wcvp","indo2","prop_aus","n","ala","rowsums","endemism_status"
"465","Goodia",1,6,FALSE,FALSE,FALSE,TRUE,FALSE,0.995652995652996,5291,FALSE,1,"endemic"
"466","Gossypium",1,17,FALSE,TRUE,TRUE,TRUE,TRUE,0.968197088465846,4465,TRUE,5,"non-endemic"
"467","Grammitis",1,4,FALSE,TRUE,TRUE,TRUE,TRUE,0.602491506228766,883,TRUE,5,"non-endemic"
"468","Grammosolen",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,420,FALSE,0,"endemic"
"469","Granitites",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,42,FALSE,0,"endemic"
"470","Grastidium",1,5,FALSE,FALSE,FALSE,FALSE,TRUE,0.397894736842105,475,TRUE,2,"non-endemic"
"471","Gratwickia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,82,FALSE,0,"endemic"
"472","Guichenotia",1,17,FALSE,FALSE,FALSE,FALSE,FALSE,1,1315,FALSE,0,"endemic"
"473","Guilfoylia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,597,FALSE,0,"endemic"
"474","Gunnera",1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.196858638743455,955,TRUE,5,"non-endemic"
"475","Gunnessia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,49,FALSE,0,"endemic"
"476","Gunniopsis",1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,1967,FALSE,0,"endemic"
"477","Gymnoschoenus",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3701,FALSE,0,"endemic"
"478","Gymnostachys",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.999812663919071,5338,FALSE,0,"endemic"
"479","Gymnostoma",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.212871287128713,606,TRUE,4,"non-endemic"
"480","Gynatrix",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1671,FALSE,0,"endemic"
"481","Gynura",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.886363636363636,264,TRUE,3,"non-endemic"
"482","Gyrostemon",1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,2973,FALSE,0,"endemic"
"483","Hackelia",1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.990751445086705,6055,FALSE,2,"non-endemic"
"484","Haeckeria",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,141,FALSE,0,"endemic"
"485","Haegiela",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,153,FALSE,0,"endemic"
"486","Hakea",1,151,TRUE,FALSE,TRUE,TRUE,FALSE,0.996427393646257,90970,FALSE,3,"non-endemic"
"487","Haloragis",1,23,TRUE,TRUE,FALSE,TRUE,FALSE,0.97296599780631,15499,TRUE,4,"non-endemic"
"488","Haloragodendron",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,602,FALSE,0,"endemic"
"489","Hannafordia",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,543,FALSE,0,"endemic"
"490","Haptotrichion",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,34,FALSE,0,"endemic"
"491","Harmogia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,966,FALSE,0,"endemic"
"492","Harmsiodoxa",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,2081,FALSE,0,"endemic"
"493","Harnieria",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.989304812834225,561,TRUE,1,"non-endemic"
"494","Hedraianthera",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,589,FALSE,0,"endemic"
"495","Hedycarya",1,2,TRUE,TRUE,FALSE,TRUE,FALSE,0.927576601671309,5744,TRUE,4,"non-endemic"
"496","Hedyscepe",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.973684210526316,76,TRUE,1,"endemic"
"497","Helichrysum",1,4,TRUE,TRUE,TRUE,TRUE,TRUE,0.818058132343847,8085,TRUE,6,"non-endemic"
"498","Helipterum",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.988405797101449,345,TRUE,1,"endemic"
"499","Helmholtzia",1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.996884735202492,642,FALSE,2,"non-endemic"
"500","Hemarthria",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.994891443167305,4698,FALSE,3,"non-endemic"
"501","Hemiandra",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1693,FALSE,0,"endemic"
"502","Hemichroa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.94,750,TRUE,1,"endemic"
"503","Hemigenia",1,53,FALSE,FALSE,FALSE,FALSE,FALSE,1,3704,FALSE,0,"endemic"
"504","Hemiphora",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,461,FALSE,0,"endemic"
"505","Hemmantia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.571428571428571,21,TRUE,1,"endemic"
"506","Hensmania",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,170,FALSE,0,"endemic"
"507","Heterachne",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,471,FALSE,0,"endemic"
"508","Heterozostera",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.955585464333782,743,TRUE,1,"non-endemic"
"509","Hexaspora",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,26,FALSE,0,"endemic"
"510","Hicksbeachia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1146,FALSE,0,"endemic"
"511","Hildegardia",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.966666666666667,30,TRUE,3,"non-endemic"
"512","Hippocratea",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.969387755102041,490,TRUE,4,"non-endemic"
"513","Hodgkinsonia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.998511904761905,672,FALSE,0,"endemic"
"514","Hodgsoniola",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.939393939393939,66,TRUE,1,"endemic"
"515","Holcolemma",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,25,FALSE,1,"non-endemic"
"516","Hollandaea",1,4,FALSE,FALSE,FALSE,FALSE,TRUE,1,202,FALSE,1,"endemic"
"517","Homalium",1,3,FALSE,TRUE,TRUE,TRUE,TRUE,0.687956204379562,548,TRUE,5,"non-endemic"
"518","Homalocalyx",1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,977,FALSE,0,"endemic"
"519","Homalosciadium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,586,FALSE,0,"endemic"
"520","Homalospermum",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,278,FALSE,0,"endemic"
"521","Homopholis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,611,FALSE,0,"endemic"
"522","Homoranthus",1,31,FALSE,FALSE,FALSE,FALSE,FALSE,1,3352,FALSE,0,"endemic"
"523","Hookerochloa",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1007,FALSE,0,"endemic"
"524","Hopkinsia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,92,FALSE,0,"endemic"
"525","Horsfieldia",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.652173913043478,920,TRUE,3,"non-endemic"
"526","Hovea",1,38,FALSE,FALSE,FALSE,FALSE,FALSE,0.99992710307625,27436,FALSE,0,"endemic"
"527","Howea",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,0.990467111534795,1049,FALSE,1,"non-endemic"
"528","Howittia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,900,FALSE,0,"endemic"
"529","Hullsia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,FALSE,0,"endemic"
"530","Huxleya",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,86,FALSE,0,"endemic"
"531","Hyalochlamys",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,245,FALSE,0,"endemic"
"532","Hyalosperma",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,6501,FALSE,0,"endemic"
"533","Hybanthus",1,8,FALSE,TRUE,TRUE,TRUE,TRUE,0.993600538901987,11876,FALSE,4,"non-endemic"
"534","Hygrochloa",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,132,FALSE,0,"endemic"
"535","Hygrophila",1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.966485507246377,1104,TRUE,5,"non-endemic"
"536","Hylandia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,167,FALSE,0,"endemic"
"537","Hymenachne",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.978860833822666,1703,TRUE,3,"non-endemic"
"538","Hypocalymma",1,26,FALSE,FALSE,FALSE,FALSE,FALSE,0.99696802646086,3628,FALSE,0,"endemic"
"539","Hypolaena",1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,10519,FALSE,0,"endemic"
"540","Hypsophila",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,287,FALSE,0,"endemic"
"541","Hysterobaeckea",1,11,FALSE,FALSE,FALSE,FALSE,FALSE,0.999728408473656,3682,FALSE,0,"endemic"
"542","Idiospermum",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,284,FALSE,0,"endemic"
"543","Illigera",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.5,14,TRUE,3,"non-endemic"
"544","Indagator",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,FALSE,0,"endemic"
"545","Iotasperma",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,130,FALSE,0,"endemic"
"546","Irenepharsus",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,310,FALSE,0,"endemic"
"547","Irvingbaileya",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,FALSE,0,"endemic"
"548","Iseilema",1,12,FALSE,FALSE,FALSE,TRUE,TRUE,0.996685815289439,4526,FALSE,2,"non-endemic"
"549","Isoetopsis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.999717034521788,3534,FALSE,0,"endemic"
"550","Isoglossa",1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.990384615384615,104,FALSE,2,"non-endemic"
"551","Isophysis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,310,FALSE,0,"endemic"
"552","Isopogon",1,38,FALSE,FALSE,FALSE,FALSE,FALSE,0.999676480103526,18546,FALSE,0,"endemic"
"553","Isotropis",1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,2261,FALSE,0,"endemic"
"554","Ixiochlamys",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,936,FALSE,0,"endemic"
"555","Ixiolaena",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,140,FALSE,0,"endemic"
"556","Ixodia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3152,FALSE,0,"endemic"
"557","Jacksonia",1,74,FALSE,FALSE,FALSE,FALSE,FALSE,1,15651,FALSE,0,"endemic"
"558","Jedda",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,24,FALSE,0,"endemic"
"559","Johnsonia",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,943,FALSE,0,"endemic"
"560","Kalanchoe",1,1,TRUE,FALSE,TRUE,TRUE,FALSE,0.656862745098039,102,TRUE,4,"non-endemic"
"561","Kardomia",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,502,FALSE,0,"endemic"
"562","Karrabina",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,861,FALSE,0,"endemic"
"563","Kelita",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,0,"endemic"
"564","Kennedia",1,13,FALSE,FALSE,FALSE,TRUE,FALSE,0.998563484708063,21580,FALSE,1,"endemic"
"565","Kingia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,533,FALSE,0,"endemic"
"566","Kippistia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,344,FALSE,0,"endemic"
"567","Koeleria",1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.148883374689826,403,TRUE,5,"non-endemic"
"568","Kohautia",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.955555555555556,45,TRUE,4,"non-endemic"
"569","Kuntheria",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,117,FALSE,0,"endemic"
"570","Labichea",1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,1524,FALSE,0,"endemic"
"571","Laccospadix",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.988235294117647,255,TRUE,1,"endemic"
"572","Lachnostachys",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.998678996036988,757,FALSE,0,"endemic"
"573","Lagarostrobos",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.987654320987654,648,TRUE,1,"endemic"
"574","Lagunaria",1,2,TRUE,FALSE,TRUE,TRUE,FALSE,0.938461538461538,910,TRUE,4,"non-endemic"
"575","Lamarchea",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,159,FALSE,0,"endemic"
"576","Lambertia",1,10,FALSE,FALSE,FALSE,FALSE,FALSE,0.999791991679667,9615,FALSE,0,"endemic"
"577","Lamprolobium",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,322,FALSE,1,"endemic"
"578","Landoltia",1,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.984067085953878,2385,TRUE,2,"non-endemic"
"579","Larsenaikia",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,1617,FALSE,0,"endemic"
"580","Lasiopetalum",1,49,FALSE,FALSE,FALSE,FALSE,FALSE,0.99980556095664,15429,FALSE,0,"endemic"
"581","Lasjia",1,3,FALSE,FALSE,FALSE,TRUE,TRUE,0.970779220779221,308,TRUE,3,"non-endemic"
"582","Latrobea",1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,438,FALSE,0,"endemic"
"583","Lawrencella",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1522,FALSE,0,"endemic"
"584","Lawrencia",1,12,FALSE,FALSE,FALSE,TRUE,FALSE,1,4341,FALSE,1,"endemic"
"585","Laxmannia",1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,10587,FALSE,0,"endemic"
"586","Legnephora",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.993730407523511,1276,FALSE,2,"non-endemic"
"587","Leiocarpa",1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,8371,FALSE,0,"endemic"
"588","Leionema",1,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.967741935483871,6138,TRUE,3,"non-endemic"
"589","Lemooria",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,549,FALSE,0,"endemic"
"590","Lenbrassia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,212,FALSE,0,"endemic"
"591","Lenwebbia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,255,FALSE,0,"endemic"
"592","Lepiderema",1,6,FALSE,FALSE,FALSE,TRUE,TRUE,0.999087591240876,1096,FALSE,2,"non-endemic"
"593","Lepidobolus",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2842,FALSE,0,"endemic"
"594","Lepidorrhachis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,68,FALSE,0,"endemic"
"595","Lepidozamia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.996083550913838,766,FALSE,0,"endemic"
"596","Lepistemon",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.863636363636364,66,TRUE,3,"non-endemic"
"597","Leporella",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1930,FALSE,0,"endemic"
"598","Leptocarpus",1,15,FALSE,FALSE,FALSE,FALSE,FALSE,0.999715477996965,10544,FALSE,0,"endemic"
"599","Leptoceras",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2395,FALSE,0,"endemic"
"600","Leptochloa",1,1,FALSE,TRUE,TRUE,TRUE,TRUE,0.858416945373467,897,TRUE,5,"non-endemic"
"601","Leptomeria",1,17,FALSE,FALSE,FALSE,FALSE,FALSE,1,6795,FALSE,0,"endemic"
"602","Leptopteris",1,2,TRUE,TRUE,FALSE,TRUE,TRUE,0.186578171091445,1356,TRUE,5,"non-endemic"
"603","Leptorhynchos",1,10,FALSE,FALSE,FALSE,FALSE,FALSE,1,15619,FALSE,0,"endemic"
"604","Leptosema",1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,1855,FALSE,0,"endemic"
"605","Leptostigma",1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.87152516904583,1331,TRUE,3,"non-endemic"
"606","Lepyrodia",1,22,FALSE,FALSE,FALSE,FALSE,FALSE,1,10926,FALSE,0,"endemic"
"607","Lethedon",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.852713178294574,129,TRUE,3,"non-endemic"
"608","Leucochrysum",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,6848,FALSE,0,"endemic"
"609","Leucophyta",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.99906015037594,2128,FALSE,0,"endemic"
"610","Levenhookia",1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,4295,FALSE,0,"endemic"
"611","Lilaeopsis",1,2,TRUE,FALSE,FALSE,TRUE,TRUE,0.854592947322595,2297,TRUE,4,"non-endemic"
"612","Limonium",1,2,FALSE,TRUE,TRUE,TRUE,TRUE,0.876737160120846,3310,TRUE,5,"non-endemic"
"613","Lindernia",1,42,FALSE,TRUE,TRUE,TRUE,TRUE,0.978227654698243,2618,TRUE,5,"non-endemic"
"614","Linospadix",1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.987888198757764,3220,TRUE,3,"non-endemic"
"615","Linum",1,2,TRUE,FALSE,TRUE,TRUE,FALSE,0.928754735427105,8183,TRUE,4,"non-endemic"
"616","Lissanthe",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,13298,FALSE,0,"endemic"
"617","Logania",1,22,TRUE,FALSE,FALSE,TRUE,FALSE,0.999512115791186,6149,FALSE,2,"non-endemic"
"618","Lomatia",1,9,FALSE,FALSE,FALSE,TRUE,FALSE,0.999017405951712,28496,FALSE,1,"non-endemic"
"619","Lophopetalum",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.868421052631579,190,TRUE,3,"non-endemic"
"620","Lordhowea",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,268,FALSE,0,"endemic"
"621","Loxocarya",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,603,FALSE,0,"endemic"
"622","Luisia",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,0.838709677419355,62,TRUE,4,"non-endemic"
"623","Lycium",1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.998174433697609,119415,FALSE,4,"non-endemic"
"624","Lycopus",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.992887624466572,1406,FALSE,1,"non-endemic"
"625","Lyginia",1,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,1496,FALSE,1,"endemic"
"626","Lyperanthus",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.998845931909983,1733,FALSE,0,"endemic"
"627","Lysiana",1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,8388,FALSE,0,"endemic"
"628","Lysicarpus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,631,FALSE,0,"endemic"
"629","Lysinema",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.999553571428571,2240,FALSE,0,"endemic"
"630","Lysiosepalum",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,283,FALSE,0,"endemic"
"631","Macarthuria",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,966,FALSE,0,"endemic"
"632","Macgregoria",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,247,FALSE,0,"endemic"
"633","Macropidia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,149,FALSE,0,"endemic"
"634","Macropteranthes",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,925,FALSE,0,"endemic"
"635","Macrozamia",1,41,FALSE,FALSE,FALSE,FALSE,FALSE,0.999462510077936,11163,FALSE,0,"endemic"
"636","Malaccotristicha",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.977777777777778,45,TRUE,1,"endemic"
"637","Malacocera",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.999262536873156,1356,FALSE,0,"endemic"
"638","Malleostemon",1,14,FALSE,FALSE,FALSE,FALSE,FALSE,1,905,FALSE,0,"endemic"
"639","Malva",1,2,TRUE,FALSE,TRUE,TRUE,TRUE,0.934870809310271,14049,TRUE,5,"non-endemic"
"640","Malvastrum",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.983787090853472,6538,TRUE,4,"non-endemic"
"641","Marianthus",1,15,FALSE,FALSE,FALSE,FALSE,FALSE,1,2282,FALSE,0,"endemic"
"642","Maundia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,11197,FALSE,0,"endemic"
"643","Medinilla",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.169230769230769,520,TRUE,3,"non-endemic"
"644","Megahertzia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,67,FALSE,0,"endemic"
"645","Meionectes",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,434,FALSE,0,"endemic"
"646","Melanostachya",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,84,FALSE,0,"endemic"
"647","Melichrus",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,15646,FALSE,0,"endemic"
"648","Menkea",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,978,FALSE,0,"endemic"
"649","Mentha",1,6,TRUE,FALSE,TRUE,TRUE,TRUE,0.939740018570102,10770,TRUE,5,"non-endemic"
"650","Meryta",1,2,TRUE,TRUE,FALSE,TRUE,TRUE,0.207482993197279,294,TRUE,5,"non-endemic"
"651","Mesomelaena",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,2268,FALSE,0,"endemic"
"652","Mesua",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.54954954954955,111,TRUE,3,"non-endemic"
"653","Metrosideros",1,2,TRUE,TRUE,TRUE,TRUE,TRUE,0.138938447814451,4484,TRUE,6,"non-endemic"
"654","Micraira",1,15,FALSE,FALSE,FALSE,FALSE,FALSE,1,604,FALSE,0,"endemic"
"655","Micrantheum",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,4212,FALSE,0,"endemic"
"656","Microcachrys",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,474,FALSE,0,"endemic"
"657","Microcorys",1,20,FALSE,FALSE,FALSE,FALSE,FALSE,1,1193,FALSE,0,"endemic"
"658","Microcybe",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1231,FALSE,0,"endemic"
"659","Microlepidium",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,167,FALSE,0,"endemic"
"660","Micromyrtus",1,50,FALSE,FALSE,FALSE,FALSE,FALSE,0.998925741909494,7447,FALSE,0,"endemic"
"661","Milligania",1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,562,FALSE,0,"endemic"
"662","Millotia",1,16,FALSE,FALSE,FALSE,TRUE,FALSE,1,7518,FALSE,1,"endemic"
"663","Minuria",1,12,FALSE,FALSE,FALSE,FALSE,FALSE,0.999883828996282,8608,FALSE,0,"endemic"
"664","Mirbelia",1,29,FALSE,FALSE,FALSE,FALSE,FALSE,1,10455,FALSE,0,"endemic"
"665","Mitrantia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,46,FALSE,0,"endemic"
"666","Mitrella",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.885931558935361,263,TRUE,3,"non-endemic"
"667","Mobilabium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,35,FALSE,0,"endemic"
"668","Monachather",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,2212,FALSE,0,"endemic"
"669","Monoon",1,3,FALSE,FALSE,FALSE,TRUE,TRUE,0.967640918580376,958,TRUE,3,"non-endemic"
"670","Monotaxis",1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,1936,FALSE,0,"endemic"
"671","Monotoca",1,11,FALSE,FALSE,FALSE,FALSE,FALSE,1,25201,FALSE,0,"endemic"
"672","Motherwellia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,77,FALSE,0,"endemic"
"673","Muelleranthus",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,446,FALSE,0,"endemic"
"674","Muellerolimon",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,130,FALSE,0,"endemic"
"675","Muiriantha",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,54,FALSE,0,"endemic"
"676","Mullerochloa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,56,FALSE,0,"endemic"
"677","Muniria",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,242,FALSE,0,"endemic"
"678","Musgravea",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,234,FALSE,0,"endemic"
"679","Myosurus",1,1,TRUE,FALSE,TRUE,TRUE,FALSE,0.81358189081225,751,TRUE,4,"non-endemic"
"680","Myriocephalus",1,15,FALSE,FALSE,FALSE,TRUE,FALSE,1,2587,FALSE,1,"endemic"
"681","Nablonium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,213,FALSE,0,"endemic"
"682","Needhamiella",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,143,FALSE,0,"endemic"
"683","Negria",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,76,FALSE,0,"endemic"
"684","Neisosperma",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.850415512465374,361,TRUE,1,"non-endemic"
"685","Nelsonia",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.998883928571429,896,FALSE,2,"non-endemic"
"686","Nematolepis",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,0.999125874125874,4576,FALSE,0,"endemic"
"687","Neoastelia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,57,FALSE,0,"endemic"
"688","Neobassia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1220,FALSE,0,"endemic"
"689","Neobyrnesia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,44,FALSE,0,"endemic"
"690","Neofabricia",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,398,FALSE,0,"endemic"
"691","Neorites",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,79,FALSE,0,"endemic"
"692","Neoroepera",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,240,FALSE,0,"endemic"
"693","Neosciadium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,58,FALSE,0,"endemic"
"694","Neostrearia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,67,FALSE,0,"endemic"
"695","Neurachne",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,5230,FALSE,0,"endemic"
"696","Newcastelia",1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1197,FALSE,0,"endemic"
"697","Niemeyera",1,3,FALSE,FALSE,FALSE,FALSE,TRUE,0.999686863942383,6387,FALSE,1,"non-endemic"
"698","Nitraria",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.998957402442657,6714,FALSE,2,"non-endemic"
"699","Noahdendron",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,51,FALSE,0,"endemic"
