"","genus","prop_endemic","species_number","nz","nc","ng","wcvp","indo2","prop_aus","n","ala","rowsums","current_knowledge","reason","Least Concern","Critically Endangered","Data Deficient","Endangered","Near Threatened","Vulnerable","Lower Risk/near threatened","Extinct","plant_growth_form","dispersal_appendage","seed_dry_mass","dispersal_syndrome"
"527","Hovea","1",38,"FALSE","FALSE","FALSE","FALSE","FALSE","0.99992710307625","27436","FALSE","0","endemic",NA,1,0,0,0,0,0,0,0,"c(""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""shrub tree"", ""shrub"", ""subshrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""shrub"", ""shrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""shrub tree"", ""shrub"", ""subshrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""subshrub"", ""shrub tree"", 
""shrub"", ""subshrub"", ""subshrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub""
)","c(""aril"", ""aril"", ""aril"", ""aril"", ""aril"", ""aril"", ""aril"", ""none"", ""none"", ""none"", ""none"", ""elaiosome"")","c(""28.65"", ""27.5111"", ""40.095"", ""19.7518"", ""16.32"", ""12.72"", ""18.1215"", ""21.5871"", ""18.089"", ""20.6111"", ""12.6764"", ""10.9"", ""40.0469"", ""34.952"", ""18.8162"", ""15.956"", ""38.6438"", ""18.908"", ""41.3"", ""45.1"", ""38.2"", ""38.1"", ""42.9"", ""40.1"", ""37.5"", ""39.6"", ""40.3"", ""50.5"", ""43.3"", ""37.9"", ""36.6"", ""37"", ""41.8"", ""38.6"", ""30.1"", ""43.2"", ""42.6"", ""44.6"", ""39.7"", ""27.7"", ""43.9"", ""44.3"", ""35.7"", ""40.9"", ""44.3"", ""41.5"", ""36.4"", ""33.2"", ""40.1"", ""39.7"", ""38.9"", ""42.5"", ""43.4"", ""37.1"", ""41.3"", ""38.6"", ""42.3"", ""43.2"", 
""40"", ""41.1"", ""42.7"", ""43.6"", ""41.4"", ""36.6"", ""36.8"", ""30.9"", ""37.1"", ""31.8"", ""20.9"", ""39.7"", ""29.3"", ""22.8"", ""17.1"", ""18"", ""25.7"", ""29.7"", ""20.1"", ""19.8"", ""24.3"", ""15.2"", ""25.7"", ""24.9"", ""31.5"", ""33.1"", ""29.8"", ""18"", ""19"", ""28.8"", ""18.4"", ""29.8"", ""18.1"", ""24.8"", ""15.1"", ""24.6"", ""24.5"", ""30.6"", ""19.6"", ""14.9"", ""13.6"", ""21.6"", ""15.9"", ""32.7"", ""25.9"", ""25.8"", ""23.5"", ""25.8"", ""32.1"", ""23.5"", ""24.3"", ""18.6"", ""24"", ""26.6"", ""28.8"", ""29.8"", ""16.8"", ""24.2"", ""37"", ""37.9"", ""30.528"", ""48.872"", ""19.6988"", ""0.7004"", 
""26.6844"", ""28.2016"", ""35.5896"", ""21.0474138"", ""23.0888"", ""14.2"", ""20.1272"", ""39.5752"", ""26.53"", ""30.096"", ""6.44"", ""20.05"", ""21.3677515"", ""54.6448"", ""20.1083333"", ""37.7848"", ""31.6328"", ""14.4168"", ""14.9076"", ""23.14"", ""22.3204"", ""45.2927711"", ""30.4"", ""33.6295082"", ""48.662"", ""14.6044"", ""32.1548"", ""16.69"", ""23.45"", ""26.34"", ""18.8748"", ""18.9"", ""16.53"", ""18.7"", ""17.8"", ""18.5"", ""17.4"", ""19.1"", ""19.7"", ""18.1"", ""19.9"", ""24.4"", ""19.9"", ""18.2"", ""21.6"", ""21.4"", ""19.4"", ""18.5"", ""15.5"", ""20.5"", ""8.4"", ""19.6"", 
""18.9"", ""8.9"", ""17.4"", ""18.5"", ""20"", ""19.2"", ""19"", ""20"", ""19.2"", ""19.7"", ""18.4"", ""18.2"", ""18.9"", ""18.7"", ""20.2"", ""18.3"", ""17.3"", ""21.4"", ""20"", ""23"", ""18.5"", ""19"", ""19.1"", ""18.2"", ""20.1"", ""18"", ""17.2"", ""19.2"", ""20.4"", ""20.1"", ""17.6"", ""20.1"", ""22"", ""18.5"", ""20.2"", ""18.1"", ""18.5"", ""20.8"", ""18.4"", ""18.1"", ""19.4"", ""18.1"", ""19.6"", ""20.5"", ""19.5"", ""18.7"", ""21.1"", ""22.7"", ""20.7"", ""18.8"", ""18.3"", ""20.6"", ""19.2"", ""21.9"", ""19.5"", ""19"", ""18.3"", ""17.6"", ""18.4"", ""18.5"", ""21.5"", ""23.5"", ""3.9"", ""3.8"", ""3.9"", ""5.3"", 
""3.4"", ""2.8"", ""20.4"", ""21.4"", ""23.4"", ""23.2"", ""18.8"", ""19.4"", ""3.5"", ""2.6"", ""18.5"", ""18.4"", ""19.3"", ""21.6"", ""18.4"", ""24.45"", ""20.41"")","c(""myrmecochory"", ""zoochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""myrmecochory"")"
"528","Howea","1",2,"FALSE","FALSE","FALSE","TRUE","FALSE","0.990467111534795","1049","FALSE","1","non-endemic","species endemic to Norfolk Island",0,0,0,0,0,2,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""palmoid"", ""palmoid"")","NULL","NULL","NULL"
"529","Howittia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","900","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""2.8080745"", ""3.4984"", ""4.5848"")","c(""zoochory"", ""zoochory"")"
"530","Hullsia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","28","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"")","NULL","0.7768","NULL"
"531","Huxleya","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","86","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"")","NULL","NULL","NULL"
"532","Hyalochlamys","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","245","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"533","Hyalosperma","1",9,"FALSE","FALSE","FALSE","FALSE","FALSE","1","6501","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", 
""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","pappus","c(""0.601"", ""0.689"", ""0.028583"", ""0.72884"", ""0.72884"", ""0.0720165"", ""0.014"", ""0.0644"", ""0.0828"", ""0.9776"", ""0.174"", ""0.2612"", ""0.28"", ""0.05"", ""0.2"", ""0.14"", ""0.14"", ""0.09"", ""0.3"", ""0.07"", ""0.03"")","c(""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"")"
"534","Hybanthus","1",8,"FALSE","TRUE","TRUE","TRUE","TRUE","0.993600538901987","11876","FALSE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""herb shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""herb"", ""herb"", ""herb shrub"", ""herb"", ""shrub"", ""herb"", ""herb"", ""herb"", ""shrub"", ""herb"", ""herb"", ""herb"", ""shrub"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""herb shrub"", ""shrub"", ""herb shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""shrub"", ""shrub"", ""herb"", ""shrub"", ""herb"", ""herb"", ""herb"")","c(""elaiosome"", ""elaiosome"")","c(""10.06"", ""4.456"", ""1.304"", ""6.065"", ""4.8452"", ""4.9056"", ""4.328"", ""0.982"", ""4.2064"", ""1.1775"", ""3.4701"", ""1.2"", ""3.5"", ""3.13"", ""13.14"", ""15.63"")","c(""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"")"
"535","Hygrochloa","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","1","132","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""graminoid herb"", ""graminoid herb"", ""herb"", ""herb"", ""graminoid herb"", ""graminoid"", ""graminoid"")","NULL","NULL","NULL"
"536","Hygrophila","1",1,"TRUE","FALSE","TRUE","TRUE","TRUE","0.966485507246377","1104","TRUE","5","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"537","Hylandia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","167","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"538","Hymenachne","1",1,"FALSE","FALSE","FALSE","TRUE","TRUE","0.978860833822666","1703","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""tussock"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""herb"", ""herb"", ""tussock"", ""graminoid"", ""graminoid"")","none","NULL","anemochory"
"539","Hypocalymma","1",26,"FALSE","FALSE","FALSE","FALSE","FALSE","0.99696802646086","3628","FALSE","0","endemic",NA,1,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""4.979"", ""0.5556"", ""0.5"", ""0.5786"", ""0.4"", ""0.42"", ""0.36"", ""0.382973"", ""0.69468"", ""0.18"", ""0.5"")","NULL"
"540","Hypolaena","1",8,"FALSE","FALSE","FALSE","FALSE","FALSE","1","10519","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""graminoid herb tussock"", ""graminoid herb tussock"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb tussock"", ""graminoid herb"", ""graminoid herb"", ""graminoid"", ""graminoid herb"", ""herb"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid"", ""herb"", ""herb"", ""herb"", ""graminoid"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid herb"", 
""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid_not_tussock"")","NULL","c(""5.4685"", ""13.1290909"", ""4.4236"", ""5.46"")","c(""zoochory"", ""zoochory"", ""barochory"")"
"541","Hypsophila","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","1","287","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"")","NULL","NULL","NULL"
"542","Hysterobaeckea","1",11,"FALSE","FALSE","FALSE","FALSE","FALSE","0.999728408473656","3682","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","0.802","NULL"
"543","Idiospermum","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","284","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","82000","NULL"
"544","Illigera","1",1,"FALSE","FALSE","FALSE","TRUE","TRUE","0.5","14","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""climber_herbaceous shrub"", ""tree"")","NULL","NULL","NULL"
"545","Indagator","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","28","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"546","Iotasperma","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","1","130","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"547","Irenepharsus","1",3,"FALSE","FALSE","FALSE","FALSE","FALSE","1","310","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","c(""0.1496"", ""0.1696"", ""0.0944"")","c(""zoochory"", ""zoochory"")"
"548","Irvingbaileya","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","115","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","220","NULL"
"549","Iseilema","1",12,"FALSE","FALSE","FALSE","TRUE","TRUE","0.996685815289439","4526","FALSE","2","non-endemic",NA,1,0,0,0,0,0,0,0,"c(""graminoid"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""tussock"", ""graminoid herb"", ""graminoid herb"", ""graminoid"", ""graminoid"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", 
""graminoid herb"", ""tussock"", ""tussock"", ""tussock"", ""graminoid"", ""graminoid"", ""tussock"", ""graminoid"", ""tussock"", ""tussock"", ""graminoid"", ""tussock"", ""tussock"", ""tussock"", ""tussock"")","c(""none"", ""none"", ""none"", ""none"", ""none"", ""none"", ""none"", ""none"", ""none"", ""none"", ""none"", ""none"")","c(""0.7396"", ""0.6752"", ""2.32"", ""1.01"")","c(""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""epizoochory"", ""epizoochory"")"
"550","Isoetopsis","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","0.999717034521788","3534","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","none","c(""0.605365"", ""0.40284"", ""0.6236"", ""0.9"", ""0.624"", ""0.81"")","c(""anemochory"", ""anemochory"", ""barochory"")"
"551","Isoglossa","1",1,"FALSE","FALSE","TRUE","TRUE","FALSE","0.990384615384615","104","FALSE","2","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"")","NULL","0.9845588","NULL"
"552","Isophysis","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","310","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"")","none","0.66","NULL"
