genus,prop_endemic,species_number,nz,nc,ng,indo,wcvp
Embadium,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Emblingia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Enekbatus,1,10,FALSE,FALSE,FALSE,TRUE,FALSE
Enydra,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Epacris,1,53,TRUE,FALSE,FALSE,TRUE,TRUE
Epiblema,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Epitriche,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Eremaea,1,14,FALSE,FALSE,FALSE,TRUE,FALSE
Eremophea,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Eremophila,1,234,TRUE,FALSE,FALSE,TRUE,TRUE
Eremosyne,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Eria,1,5,FALSE,TRUE,FALSE,TRUE,TRUE
Erichsenia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Ericksonella,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ericomyrtus,1,4,FALSE,FALSE,FALSE,FALSE,FALSE
Erigeron,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Eriochilus,1,11,FALSE,FALSE,FALSE,TRUE,FALSE
Eriochiton,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Eriochlamys,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Eriostemon,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Erodiophyllum,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Erodium,1,5,TRUE,FALSE,TRUE,TRUE,TRUE
Erymophyllum,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Erythrophleum,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Erythrorchis,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Erythroxylum,1,2,FALSE,TRUE,TRUE,TRUE,TRUE
Eschenbachia,1,2,FALSE,FALSE,TRUE,TRUE,TRUE
Ethuliopsis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Etlingera,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Euchilopsis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Eucosia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
Eucryphia,1,5,FALSE,FALSE,FALSE,TRUE,TRUE
Eumachia,1,1,FALSE,TRUE,FALSE,FALSE,TRUE
Euodia,1,2,FALSE,TRUE,FALSE,TRUE,TRUE
Euphrasia,1,20,TRUE,FALSE,FALSE,TRUE,TRUE
Eurychorda,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Euryomyrtus,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Eutaxia,1,22,FALSE,FALSE,FALSE,TRUE,FALSE
Evandra,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Everistia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Ewartia,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Exocarya,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Falcataria,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Feldstonia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Fieldia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Fitzwillia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Flacourtia,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Flickingeria,1,3,FALSE,FALSE,FALSE,FALSE,FALSE
Floydia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Fontainea,1,6,FALSE,TRUE,FALSE,TRUE,TRUE
Forstera,1,1,TRUE,FALSE,FALSE,TRUE,TRUE
Franciscodendron,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Frankenia,1,44,FALSE,FALSE,TRUE,TRUE,TRUE
Franklandia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Galbulimima,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Gardenia,1,19,FALSE,TRUE,TRUE,TRUE,TRUE
Gastrolobium,1,110,FALSE,FALSE,FALSE,TRUE,TRUE
Geleznowia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Genoplesium,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Gentiana,1,4,FALSE,FALSE,FALSE,TRUE,TRUE
Gentianella,1,14,TRUE,FALSE,FALSE,TRUE,TRUE
Geococcus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Georgeantha,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Geosiris,1,1,FALSE,FALSE,FALSE,FALSE,TRUE
Gilberta,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Gilesia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Gilruthia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Gingidia,1,3,TRUE,FALSE,FALSE,TRUE,TRUE
Glischrocaryon,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Glossodia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
Glyceria,1,3,TRUE,FALSE,TRUE,TRUE,TRUE
Glycocystis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Glycyrrhiza,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Gnaphalium,1,2,TRUE,FALSE,TRUE,TRUE,TRUE
Gnephosis,1,16,FALSE,FALSE,FALSE,TRUE,FALSE
Gomphrena,1,32,TRUE,FALSE,TRUE,TRUE,TRUE
Goniothalamus,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Goodia,1,6,TRUE,FALSE,FALSE,TRUE,TRUE
Gossypium,1,17,FALSE,TRUE,TRUE,TRUE,TRUE
Grammitis,1,4,FALSE,TRUE,TRUE,TRUE,TRUE
Grammosolen,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Granitites,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Grastidium,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Gratwickia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Guichenotia,1,17,FALSE,FALSE,FALSE,TRUE,FALSE
Guilfoylia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Gunnera,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Gunnessia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Gunniopsis,1,14,FALSE,FALSE,FALSE,TRUE,FALSE
Gymnoschoenus,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Gymnostachys,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Gymnostoma,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Gynatrix,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Gynura,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Gyrostemon,1,13,FALSE,FALSE,FALSE,TRUE,FALSE
Hackelia,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Haeckeria,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Haegiela,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hakea,1,151,TRUE,FALSE,TRUE,TRUE,TRUE
Haloragis,1,23,TRUE,TRUE,FALSE,TRUE,TRUE
Haloragodendron,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Hannafordia,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Haptotrichion,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Harmogia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Harmsiodoxa,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Harnieria,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Hedraianthera,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hedycarya,1,2,TRUE,TRUE,FALSE,TRUE,TRUE
Hedyscepe,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Helichrysum,1,4,TRUE,TRUE,TRUE,TRUE,TRUE
Helipterum,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Helmholtzia,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Hemarthria,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Hemiandra,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Hemichroa,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hemigenia,1,53,FALSE,FALSE,FALSE,TRUE,FALSE
Hemiphora,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Hemmantia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hensmania,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Heterachne,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Heterozostera,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Hexaspora,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hicksbeachia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Hildegardia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Hippocratea,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Hodgkinsonia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hodgsoniola,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Holcolemma,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Hollandaea,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Homalium,1,3,FALSE,TRUE,TRUE,TRUE,TRUE
Homalocalyx,1,11,FALSE,FALSE,FALSE,TRUE,FALSE
Homalosciadium,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Homalospermum,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Homopholis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Homoranthus,1,31,FALSE,FALSE,FALSE,TRUE,FALSE
Hookerochloa,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Hopkinsia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Horsfieldia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Hovea,1,38,FALSE,FALSE,FALSE,TRUE,FALSE
Howea,1,2,TRUE,FALSE,FALSE,TRUE,TRUE
Howittia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hullsia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Huxleya,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hyalochlamys,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hyalosperma,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Hybanthus,1,8,TRUE,TRUE,TRUE,TRUE,TRUE
Hygrochloa,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Hygrophila,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Hylandia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Hymenachne,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Hypocalymma,1,26,FALSE,FALSE,FALSE,TRUE,FALSE
Hypolaena,1,8,FALSE,FALSE,FALSE,TRUE,FALSE
Hypsophila,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Hysterobaeckea,1,11,FALSE,FALSE,FALSE,FALSE,FALSE
Idiospermum,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Illigera,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Indagator,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Iotasperma,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Irenepharsus,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Irvingbaileya,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Iseilema,1,12,FALSE,FALSE,FALSE,TRUE,TRUE
Isoetopsis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Isoglossa,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Isophysis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Isopogon,1,38,FALSE,FALSE,FALSE,TRUE,FALSE
Isotropis,1,14,FALSE,FALSE,FALSE,TRUE,FALSE
Ixiochlamys,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Ixiolaena,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Ixodia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Jacksonia,1,74,FALSE,FALSE,FALSE,TRUE,FALSE
Jedda,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Johnsonia,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Kalanchoe,1,1,TRUE,FALSE,TRUE,FALSE,TRUE
Kardomia,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Karrabina,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Kelita,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Kennedia,1,13,TRUE,FALSE,FALSE,TRUE,TRUE
Kingia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Kippistia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Koeleria,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Kohautia,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Kuntheria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Labichea,1,14,FALSE,FALSE,FALSE,TRUE,FALSE
Laccospadix,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Lachnostachys,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Lagarostrobos,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Lagunaria,1,2,TRUE,FALSE,TRUE,TRUE,TRUE
Lamarchea,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Lambertia,1,10,FALSE,FALSE,FALSE,TRUE,FALSE
Lamprolobium,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Landoltia,1,1,TRUE,FALSE,FALSE,TRUE,FALSE
Larsenaikia,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Lasiopetalum,1,49,FALSE,FALSE,FALSE,TRUE,FALSE
Lasjia,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
Latrobea,1,8,FALSE,FALSE,FALSE,TRUE,FALSE
Lawrencella,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Lawrencia,1,12,FALSE,FALSE,FALSE,TRUE,TRUE
Laxmannia,1,13,FALSE,FALSE,FALSE,TRUE,FALSE
Legnephora,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Leiocarpa,1,10,FALSE,FALSE,FALSE,TRUE,FALSE
Leionema,1,25,TRUE,FALSE,FALSE,TRUE,TRUE
Lemooria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Lenbrassia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Lenwebbia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Lepiderema,1,6,FALSE,FALSE,FALSE,TRUE,TRUE
Lepidobolus,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Lepidorrhachis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Lepidozamia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Lepistemon,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Leporella,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Leptocarpus,1,15,FALSE,FALSE,FALSE,TRUE,FALSE
Leptoceras,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Leptochloa,1,1,FALSE,TRUE,TRUE,TRUE,TRUE
Leptomeria,1,17,FALSE,FALSE,FALSE,TRUE,FALSE
Leptopteris,1,2,TRUE,TRUE,FALSE,TRUE,TRUE
Leptorhynchos,1,10,FALSE,FALSE,FALSE,TRUE,FALSE
Leptosema,1,13,FALSE,FALSE,FALSE,TRUE,FALSE
Leptostigma,1,2,TRUE,FALSE,FALSE,TRUE,TRUE
Lepyrodia,1,22,FALSE,FALSE,FALSE,TRUE,FALSE
Lethedon,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Leucochrysum,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Leucophyta,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Levenhookia,1,11,FALSE,FALSE,FALSE,TRUE,FALSE
Lilaeopsis,1,2,TRUE,FALSE,FALSE,TRUE,TRUE
Limonium,1,2,TRUE,TRUE,TRUE,TRUE,TRUE
Lindernia,1,42,FALSE,TRUE,TRUE,TRUE,TRUE
Linospadix,1,5,FALSE,FALSE,FALSE,TRUE,TRUE
Linum,1,2,TRUE,FALSE,TRUE,TRUE,TRUE
Lissanthe,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Logania,1,22,TRUE,FALSE,FALSE,TRUE,TRUE
Lomatia,1,9,TRUE,FALSE,FALSE,TRUE,TRUE
Lophopetalum,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Lordhowea,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Loxocarya,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Luisia,1,2,FALSE,TRUE,FALSE,TRUE,TRUE
Lycium,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Lycopus,1,1,TRUE,FALSE,FALSE,TRUE,TRUE
Lyginia,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
Lyperanthus,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Lysiana,1,8,FALSE,FALSE,FALSE,TRUE,FALSE
Lysicarpus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Lysinema,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Lysiosepalum,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Macarthuria,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Macgregoria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Macropidia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Macropteranthes,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Macrozamia,1,41,FALSE,FALSE,FALSE,TRUE,FALSE
Malaccotristicha,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Malacocera,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Malleostemon,1,14,FALSE,FALSE,FALSE,TRUE,FALSE
Malva,1,2,TRUE,FALSE,TRUE,TRUE,TRUE
Malvastrum,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Marianthus,1,15,FALSE,FALSE,FALSE,TRUE,FALSE
Maundia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Medinilla,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Megahertzia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Meionectes,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Melanostachya,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Melichrus,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Menkea,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Mentha,1,6,TRUE,FALSE,TRUE,TRUE,TRUE
Meryta,1,2,TRUE,TRUE,FALSE,TRUE,TRUE
Mesomelaena,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Mesua,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Metrosideros,1,2,TRUE,TRUE,TRUE,TRUE,TRUE
Micraira,1,15,FALSE,FALSE,FALSE,TRUE,FALSE
Micrantheum,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Microcachrys,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Microcorys,1,20,FALSE,FALSE,FALSE,TRUE,FALSE
Microcybe,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Microlepidium,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Micromyrtus,1,50,FALSE,FALSE,FALSE,TRUE,FALSE
Milligania,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Millotia,1,16,FALSE,FALSE,FALSE,TRUE,TRUE
Minuria,1,12,FALSE,FALSE,FALSE,TRUE,FALSE
Mirbelia,1,29,FALSE,FALSE,FALSE,TRUE,FALSE
Mitrantia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Mitrella,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Mobilabium,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Monachather,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Monoon,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
Monotaxis,1,8,FALSE,FALSE,FALSE,TRUE,FALSE
Monotoca,1,11,FALSE,FALSE,FALSE,TRUE,FALSE
Motherwellia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Muelleranthus,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Muellerolimon,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Muiriantha,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Mullerochloa,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Muniria,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Musgravea,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Myosurus,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Myriocephalus,1,15,FALSE,FALSE,FALSE,TRUE,TRUE
Nablonium,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Needhamiella,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Negria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Neisosperma,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Nelsonia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Nematolepis,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Neoastelia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Neobassia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Neobyrnesia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Neofabricia,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Neorites,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Neoroepera,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Neosciadium,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Neostrearia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Neurachne,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Newcastelia,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Niemeyera,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Nitraria,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Noahdendron,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Nomismia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Normanbya,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Notelaea,1,12,FALSE,FALSE,FALSE,TRUE,FALSE
Nothoalsomitra,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Nothofagus,1,3,TRUE,TRUE,FALSE,TRUE,TRUE
Nothorites,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Notisia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
Notochloe,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Nuytsia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Nyssanthes,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Ochrosperma,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Odixia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Oeceoclades,1,1,FALSE,FALSE,TRUE,FALSE,FALSE
Olearia,1,113,TRUE,FALSE,FALSE,TRUE,TRUE
Oligarrhena,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Omegandra,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Omphacomeria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Omphalolappula,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Opercularia,1,19,FALSE,FALSE,FALSE,TRUE,FALSE
Ophiorrhiza,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Opisthiolepis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Oraniopsis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Oreomyrrhis,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Orianthera,1,13,FALSE,FALSE,FALSE,FALSE,FALSE
Orites,1,6,FALSE,FALSE,FALSE,TRUE,TRUE
Ormosia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Ornduffia,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Orthrosanthus,1,4,FALSE,FALSE,FALSE,TRUE,TRUE
Oschatzia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Osteocarpum,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Ostrearia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Ourisia,1,1,TRUE,FALSE,FALSE,TRUE,TRUE
Owenia,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Oxychloris,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Oxylobium,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Oxymyrrhine,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Ozothamnus,1,51,TRUE,TRUE,FALSE,TRUE,TRUE
Pachycladon,1,1,TRUE,FALSE,FALSE,FALSE,TRUE
Pachymitus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Paenula,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Palaquium,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Paphia,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Papillilabium,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Papistylus,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Pappochroma,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Paraceterach,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Paractaenum,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Paragonis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Paragoodia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Paraneurachne,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Parantennaria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Parapachygone,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Patersonia,1,18,FALSE,TRUE,FALSE,TRUE,TRUE
Pauridia,1,5,TRUE,FALSE,TRUE,TRUE,TRUE
Pavetta,1,10,FALSE,TRUE,TRUE,TRUE,TRUE
Pecteilis,1,15,FALSE,FALSE,FALSE,TRUE,TRUE
Pedleya,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
Pembertonia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pennantia,1,2,TRUE,FALSE,FALSE,TRUE,TRUE
Pentaceras,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pentalepis,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Pentapeltis,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Pentapogon,1,1,TRUE,FALSE,FALSE,TRUE,TRUE
Pentaptilon,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pericalymma,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Peripentadenia,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Peristeranthus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Peristrophe,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Perrottetia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Persoonia,1,101,FALSE,FALSE,FALSE,TRUE,FALSE
Petalostylis,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Petermannia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Petraeomyrtus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Petrophile,1,66,FALSE,FALSE,FALSE,TRUE,FALSE
Phalaenopsis,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Phebalium,1,30,FALSE,FALSE,FALSE,TRUE,FALSE
Pheladenia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pherosphaera,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
