internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
112601987,Conospermum canaliculatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,canaliculatum,,,,,Meisn.,
112602168,Conospermum capitatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,capitatum,,,,,R.Br.,"Three subspecies are recognised: Conospermum capitatum subsp. velutinum common in the Albany area, north to Mt Barker and in the Porongurup Range; C. capitatum Meisn. subsp. capitatum occurs in the south-western coastal regions of Western Australia; C. capitatum subsp. glabratum is widespread between Perth and Nannup."
112602223,Conospermum coerulescens,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,coerulescens,,,,,F.Muell.,
112602318,Conospermum crassinervium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,crassinervium,,,,,Meisn.,
112602417,Conospermum densiflorum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,densiflorum,,,,,Lindl.,
112602464,Conospermum distichum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,distichum,,,,,R.Br.,
112602601,Conospermum ephedroides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,ephedroides,,,,,Kippist ex Meisn.,
112602605,Conospermum ericifolium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,ericifolium,,,,,Sm.,
112602686,Conospermum filifolium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,filifolium,,,,,Meisn.,
112602878,Conospermum flexuosum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,flexuosum,,,,,R.Br.,"&#160;There are two subspecies:&#160;<em>Conospermum flexuosum&#160;</em>Meisn. subsp.&#160;<em>flexuosum</em>, that occurs in the Albany area, south of the Stirling Range and east to Wellstead; and&#160;<em>C. flexuosum</em>&#160;subsp.&#160;<em>laevigatum</em>, which occurs in the Capel–Busselton area and east to Nannup, with an isolated collection from Waroona."
112602884,Conospermum floribundum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,floribundum,,,,,Benth.,
112602900,Conospermum galeatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,galeatum,,,,,E.M.Benn.,
112602910,Conospermum glumaceum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,glumaceum,,,,,Lindl.,
112603236,Conospermum huegelii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,huegelii,,,,,Endl.,
112603242,Conospermum incurvum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,incurvum,,,,,Lindl.,
112603251,Conospermum leianthum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,leianthum,,,,,(Benth.) Diels,There are two subspecies.&#160;<em>Conospermum leianthum</em>&#160;(Benth.) Diels subsp.&#160;<em>leianthum</em>&#160;occurs between Forrestania and east of Esperance.&#160;<em>Conospermum leianthum</em>&#160;subsp.&#160;<em>orientale</em>&#160;E.M.Benn.&#160;occurs from&#160;<em>c.</em>&#160;10 km east of Esperance to Israelite Bay.
112603554,Conospermum longifolium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,longifolium,,,,,Sm.,Three subspecies are recognised:<br/><em><br/>Conospermum longifolium</em>&#160;subsp.&#160;<em>longifolium</em><br/><em>Conospermum longifolium</em>&#160;subsp.&#160;<em>mediale</em><br/><em>Conospermum longifolium</em>&#160;subsp.&#160;<em>angustifolium</em>
112603592,Conospermum microflorum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,microflorum,,,,,E.M.Benn.,
112603767,Conospermum multispicatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,multispicatum,,,,,E.M.Benn.,
112603772,Conospermum nervosum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,nervosum,,,,,Meisn.,
112604016,Conospermum paniculatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,paniculatum,,,,,E.M.Benn.,
112604058,Conospermum patens,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,patens,,,,,Schltdl.,
112604173,Conospermum petiolare,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,petiolare,,,,,R.Br.,
112604179,Conospermum polycephalum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,polycephalum,,,,,Meisn.,
112604213,Conospermum scaposum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,scaposum,,,,,Benth.,
112604217,Conospermum sigmoideum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,sigmoideum,,,,,E.M.Benn.,
112604292,Conospermum sphacelatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,sphacelatum,,,,,Hook.,
112604297,Conospermum stoechadis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,stoechadis,,,,,Endl.,"Two subspecies are recognised:&#160;<em>Conospermum stoechadis</em>&#160;Endl. subsp.&#160;<em>stoechadis</em>, which is widespread throughout south-western Western Australia, from Kalbarri east to Bungalbin Hill and south to Lake Grace; the second subspecies,&#160;<em>C. stoechadis</em>&#160;subsp.&#160;<em>sclerophyllum</em>&#160;occurs from Jurien Bay east to Kulin and south to Wickepin."
112604401,Conospermum taxifolium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,taxifolium,,,,,C.F.Gaertn.,
112604405,Conospermum tenuifolium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,tenuifolium,,,,,R.Br.,
112604420,Conospermum teretifolium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,teretifolium,,,,,R.Br.,
112604433,Conospermum toddii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,toddii,,,,,F.Muell.,
112604444,Conospermum triplinervium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,triplinervium,,,,,R.Br.,
112604605,Conospermum unilaterale,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,unilaterale,,,,,E.M.Benn.,
112604642,Conospermum wycherleyi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Conospermum,wycherleyi,,,,,E.M.Benn.,
112606306,Banksia acanthopoda,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,acanthopoda,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112606325,Banksia anatona,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,anatona,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112606329,Banksia arborea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,arborea,,,,,(C.A.Gardner) A.R.Mast &amp; K.R.Thiele,
112606352,Banksia arctotidis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,arctotidis,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112606356,Banksia armata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,armata,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112606360,Banksia aurantia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,aurantia,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112606365,Banksia biterax,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,biterax,,,,,A.R.Mast &amp; K.R.Thiele,
112606376,Banksia bipinnatifida,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,bipinnatifida,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,Two subspecies are recognised;&#160;subsp.&#160;<em>bipinnatifida</em>&#160;occurs from the Darling Plateau east of Perth south to Manjimup while<em>&#160;</em>subsp.&#160;<em>multifida&#160;</em>occurs between Eneabba and Muchea.
112606380,Banksia pellaeifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,pellaeifolia,,,,,A.R.Mast &amp; K.R.Thiele,
112606385,Banksia borealis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,borealis,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112606440,Banksia brunnea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,brunnea,,,,,A.R.Mast &amp; K.R.Thiele,
112606450,Banksia calophylla,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,calophylla,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112606476,Banksia carlinoides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,carlinoides,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112606504,Banksia catoglypta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,catoglypta,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112606549,Banksia cirsioides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,cirsioides,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112606560,Banksia columnaris,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,columnaris,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112606565,Banksia comosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,comosa,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112606572,Banksia concinna,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,concinna,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112606636,Banksia densa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,densa,,,,,A.R.Mast &amp; K.R.Thiele,
112606640,Banksia corvijuga,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,corvijuga,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112606651,Banksia obovata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,obovata,,,,,A.R.Mast &amp; K.R.Thiele,
112606743,Banksia cynaroides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,cynaroides,,,,,(C.A.Gardner) A.R.Mast &amp; K.R.Thiele,
112606750,Banksia cypholoba,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,cypholoba,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112606874,Banksia drummondii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,drummondii,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112607031,Banksia echinata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,echinata,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607043,Banksia epimicta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,epimicta,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607047,Banksia erythrocephala,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,erythrocephala,,,,,(C.A.Gardner) A.R.Mast &amp; K.R.Thiele,"There are two varieties:&#160;<em>Banksia erythrocephala&#160;</em>C.A.Gardner var.&#160;<em>erythrocephala&#160;</em>with the same distribution as the species; and&#160;<em>B. erythrocephala</em>&#160;var.&#160;<em>inopinata,&#160;</em>recorded near Dumbleyung, Kulin and Nyabing, south-western Western Australia."
112607053,Banksia falcata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,falcata,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112607058,Banksia fasciculata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,fasciculata,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607117,Banksia rufa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,rufa,,,,,A.R.Mast &amp; K.R.Thiele,
112607155,Banksia fililoba,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,fililoba,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607160,Banksia foliolata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,foliolata,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112607176,Banksia foliosissima,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,foliosissima,,,,,(C.A.Gardner) A.R.Mast &amp; K.R.Thiele,
112607241,Banksia formosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,formosa,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112607269,Banksia fraseri,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,fraseri,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112607337,Banksia fuscobractea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,fuscobractea,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607463,Banksia glaucifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,glaucifolia,,,,,A.R.Mast &amp; K.R.Thiele,
112607502,Banksia hewardiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,hewardiana,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112607618,Banksia hirta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,hirta,,,,,A.R.Mast &amp; K.R.Thiele,
112607622,Banksia horrida,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,horrida,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112607626,Banksia idiogenes,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,idiogenes,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607644,Banksia insulanemorecincta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,insulanemorecincta,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607654,Banksia ionthocarpa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,ionthocarpa,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607661,Banksia kippistiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,kippistiana,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112607666,Banksia lepidorhiza,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,lepidorhiza,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607688,Banksia dallanneyi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,dallanneyi,,,,,A.R.Mast &amp; K.R.Thiele,
112607704,Banksia prolata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,prolata,,,,,A.R.Mast &amp; K.R.Thiele,
112607714,Banksia meganotia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,meganotia,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Phylogenies inferred from both chloroplast and nuclear DNA regions have placed the southwest Australian genus<em>&#160;Dryandra</em>&#160;R. Br. (93 spp.) among the&#160;descendants&#160;of the most recent common ancestor of the more widespread Australian genus&#160;<em>Banksia</em>&#160;L.f. (80&#160;spp.) (Mast and Thiele 2007).
112607720,Banksia mimica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,mimica,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112607724,Banksia montana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,montana,,,,,(C.A.Gardner ex A.S.George) A.R.Mast &amp; K.R.Thiele,
112607739,Banksia mucronulata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,mucronulata,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112607749,Banksia nana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,nana,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112607753,Banksia alliacea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,alliacea,,,,,A.R.Mast &amp; K.R.Thiele,
112607780,Banksia nivea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,nivea,,,,,Labill.,There is an unsubscribed subspecies from close to Toodyay. <em>B. n.</em> Mornagup.
112628306,Banksia nobilis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,nobilis,,,,,(Lindl.) A.R.Mast &amp; K.R.Thiele,The subspecies occur as follows:&#160;subsp.<em>&#160;nobilis</em>&#160;between Walebing and Katanning and&#160;subsp.<em>fragrans</em>&#160;between Eneabba and Badgingarra.
112628407,Banksia octotriginta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,octotriginta,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112628435,Banksia pallida,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,pallida,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112628442,Banksia platycarpa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,platycarpa,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112628463,Banksia plumosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,plumosa,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112628495,Banksia polycephala,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,polycephala,,,,,(Benth.) A.R.Mast &amp; K.R.Thiele,
112628511,Banksia porrecta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,porrecta,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112628631,Banksia undata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,undata,,,,,A.R.Mast &amp; K.R.Thiele,There are two varieties:&#160;<em>Banksia undata</em>&#160;var.&#160;<em>undat</em><em>a</em>&#160;occurs between Clackline and Dwellingup;&#160;<em>Banksia undata</em>&#160;var.&#160;<em>splendens</em>&#160;occurs from the Brookton Hwy south to Bannister.
112628637,Banksia acuminata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,acuminata,,,,,A.R.Mast &amp; K.R.Thiele,
112628673,Banksia prionophylla,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,prionophylla,,,,,A.R.Mast &amp; K.R.Thiele,
112628695,Banksia proteoides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,proteoides,,,,,(Lindl.) A.R.Mast &amp; K.R.Thiele,
112628716,Banksia pseudoplumosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,pseudoplumosa,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112628756,Banksia pteridifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,pteridifolia,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112628817,Banksia bella,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,bella,,,,,A.R.Mast &amp; K.R.Thiele,
112628841,Banksia purdieana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,purdieana,,,,,(Diels) A.R.Mast &amp; K.R.Thiele,
112628852,Banksia heliantha,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,heliantha,,,,,A.R.Mast &amp; K.R.Thiele,
112628888,Banksia rufistylis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,rufistylis,,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,
112628919,Banksia sclerophylla,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,sclerophylla,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112628934,Banksia seneciifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,seneciifolia,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112628967,Banksia serra,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,serra,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,
112628984,Banksia serratuloides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,serratuloides,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112628996,Banksia sessilis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,sessilis,,,,,(Knight) Domin,
112629053,Banksia shanklandiorum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,shanklandiorum,,,,,(Randall) A.R.Mast &amp; K.R.Thiele,
112629058,Banksia shuttleworthiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,shuttleworthiana,,,,,Meisn.,
112629086,Banksia splendida,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,splendida,,,,,A.R.Mast &amp; K.R.Thiele,
112629095,Banksia squarrosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,squarrosa,,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,"There are two subspecies:&#160;<em>Banksia squarrosa</em>&#160;subsp.&#160;<em>squarrosa</em>&#160;occurs throughout the range of the species except near the Whicher Range and&#160;<em>B. squarrosa</em>&#160;subsp.&#160;<em>argillacea</em>&#160;occurs on the coastal plain close to the western base of the Whicher Range, east of Busselton."
112629124,Banksia stenoprion,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,stenoprion,,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,
112629129,Banksia strictifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,strictifolia,,,,,A.R.Mast &amp; K.R.Thiele,
112629139,Banksia stuposa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,stuposa,,,,,(Lindl.) A.R.Mast &amp; K.R.Thiele,
112629159,Banksia subpinnatifida,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,subpinnatifida,,,,,(C.A.Gardner) A.R.Mast &amp; K.R.Thiele,"There are two varieties,&#160;<em>Banksia subpinnatifida</em>&#160;var.&#160;<em>subpinnatifida</em>&#160;occurs between Pingelly and Narrogin;&#160;<em>B.</em><em>&#160;subpinnatifida</em>&#160;var.<em>&#160;imberbis</em>&#160;occurs between Boddington and Broomehill."
112629180,Banksia subulata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,subulata,,,,,(C.A.Gardner) A.R.Mast &amp; K.R.Thiele,
112629184,Banksia tenuis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,tenuis,,,,,A.R.Mast &amp; K.R.Thiele,
112629209,Banksia tortifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,tortifolia,,,,,(Kippist ex Meisn.) A.R.Mast &amp; K.R.Thiele,
112629232,Banksia tridentata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,tridentata,,,,,(Meisn.) B.D.Jacks.,
