ordre_affichage,groupe,famille,nom_taxon,Genre,formation,basionyme,id_taxon,valide,statut,id synonyme,synonyme,remarque
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,"Brownseya serpentina (Kunze) Li Bing Zhang, L.D.Sheph., D.K.Chen, X.M.Zhou & H.He",Brownseya,M, ,37084,1,A,24394,Pseudolycopodiella serpentina (Kunze) Holub,In Chen et al. Taxon https://doi.org/10.1002/tax.12596
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,"Brownseya serpentina (Kunze) Li Bing Zhang, L.D.Sheph., D.K.Chen, X.M.Zhou & H.He",Brownseya,M, ,37084,1,A,19968,Lycopodiella serpentina (Kunze) B.Øllg.,In Chen et al. Taxon https://doi.org/10.1002/tax.12596
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,"Brownseya serpentina (Kunze) Li Bing Zhang, L.D.Sheph., D.K.Chen, X.M.Zhou & H.He",Brownseya,M, ,37084,1,A,2378,Lycopodium serpentinum Kunze,In Chen et al. Taxon https://doi.org/10.1002/tax.12596
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Huperzia serrata (Thunb. ex Murray) Rothm.,Huperzia,F,Lycopodium serratum Thunb. ex Murray,9662,1,A,2379,Lycopodium serratum Thunb. ex Murray,
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Huperzia serrata (Thunb. ex Murray) Rothm.,Huperzia,F,Lycopodium serratum Thunb. ex Murray,9662,1,A,9661,Urostachys serratus (Thunb. ex Murray) Herter,
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Lateristachys lateralis (R.Br.) Holub.,Lateristachys,M,Lycopodium laterale R.Br.,24393,1,A,19967,Lycopodiella lateralis (R.Br.) B.Øllg.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Lateristachys lateralis (R.Br.) Holub.,Lateristachys,M,Lycopodium laterale R.Br.,24393,1,A,2373,Lycopodium laterale R.Br.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Lycopodium clavatum L.,Lycopodium,F, ,2370,1,A,, ,
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Palhinhaea cernua (L.) Vasc. & Franco,Palhinhaea,N,Lycopodium cernuum L.,24392,1,A,9685,Lepidotis cernua (L.) P.Beauv.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Palhinhaea cernua (L.) Vasc. & Franco,Palhinhaea,N,Lycopodium cernuum L.,24392,1,A,9686,Lycopodiella cernua (L.) Pic.Serm.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Palhinhaea cernua (L.) Vasc. & Franco,Palhinhaea,N,Lycopodium cernuum L.,24392,1,A,2368,Lycopodium cernuum L.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus balansae (Herter) A.R.Field & Bostock,Phlegmariurus,,Lycopodium balansae Herter,24245,1,E,9680,Urostachys balansae Herter ex Ness.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus balansae (Herter) A.R.Field & Bostock,Phlegmariurus,,Lycopodium balansae Herter,24245,1,E,9681,Lycopodium balansae var. pomperyanus Herter,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus balansae (Herter) A.R.Field & Bostock,Phlegmariurus,,Lycopodium balansae Herter,24245,1,E,9682,Lycopodium varium sensu ,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus balansae (Herter) A.R.Field & Bostock,Phlegmariurus,,Lycopodium balansae Herter,24245,1,E,22087,Huperzia balansae (Herter) Holub,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus balansae (Herter) A.R.Field & Bostock,Phlegmariurus,,Lycopodium balansae Herter,24245,1,E,2369,Lycopodium balansae Herter,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus carinatus (Desv. ex Poir.) Ching,Phlegmariurus,F,Lycopodium carinatum Desv. ex Poir.,24249,1,A,2365,Lycopodium carinatum Desv. ex Poir.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus carinatus (Desv. ex Poir.) Ching,Phlegmariurus,F,Lycopodium carinatum Desv. ex Poir.,24249,1,A,9665,Huperzia carinata (Desv. ex Poir.) Trevis.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus carinatus (Desv. ex Poir.) Ching,Phlegmariurus,F,Lycopodium carinatum Desv. ex Poir.,24249,1,A,9664,Urostachys carinatus (Desv. ex Poir.) Herter,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus ignambiensis (Compton) A.R.Field & Testo,Phlegmariurus,F,Lycopodium ignambiense Compton,24332,1,E,9663,Lycopodium verticillatum sensu ,
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus ignambiensis (Compton) A.R.Field & Testo,Phlegmariurus,F,Lycopodium ignambiense Compton,24332,1,E,22083,Huperzia ignambiense (Compton) Holub,
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus ignambiensis (Compton) A.R.Field & Testo,Phlegmariurus,F,Lycopodium ignambiense Compton,24332,1,E,2372,Lycopodium ignambiense Compton,
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus ignambiensis (Compton) A.R.Field & Testo,Phlegmariurus,F,Lycopodium ignambiense Compton,24332,1,E,22085,Huperzia ignambiensis (Compton) Holub,
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus myrtifolius (G.Forst.) A.R.Field & Bostock,Phlegmariurus,,Lycopodium myrtifolium G.Forst.,24246,1,A,24254,Lycopodium myrtifolium G.Forst.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus neocaledonicus (Nessel) A.R.Field & Bostock,Phlegmariurus,,Urostachys neocaledonicus Nees,24247,1,E,, ,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phlegmaria (L.) T.Sen & U.Sen,Phlegmariurus,,Lycopodium phlegmaria L.,24250,1,A,9674,Lycopodium mirabile var. microbracteata Compton,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phlegmaria (L.) T.Sen & U.Sen,Phlegmariurus,,Lycopodium phlegmaria L.,24250,1,A,9676,Lycopodium phlegmaria var. mirabile Bonap.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phlegmaria (L.) T.Sen & U.Sen,Phlegmariurus,,Lycopodium phlegmaria L.,24250,1,A,9372,Huperzia phlegmaria (L.) Rothm.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phlegmaria (L.) T.Sen & U.Sen,Phlegmariurus,,Lycopodium phlegmaria L.,24250,1,A,9677,Urostachys phlegmaria (L.) Herter,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phlegmaria (L.) T.Sen & U.Sen,Phlegmariurus,,Lycopodium phlegmaria L.,24250,1,A,2366,Lycopodium phlegmaria L.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phlegmaria (L.) T.Sen & U.Sen,Phlegmariurus,,Lycopodium phlegmaria L.,24250,1,A,9673,Lycopodium mirabile Willd.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phlegmarioides (Gaudich.) A.R.Field & Bostock,Phlegmariurus,,Lycopodium phlegmarioides Gaudich.,24251,1,A,2375,Lycopodium phlegmarioides Gaudich.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phlegmarioides (Gaudich.) A.R.Field & Bostock,Phlegmariurus,,Lycopodium phlegmarioides Gaudich.,24251,1,A,9679,Huperzia phlegmarioides (Gaudich.) Rothm.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phlegmarioides (Gaudich.) A.R.Field & Bostock,Phlegmariurus,,Lycopodium phlegmarioides Gaudich.,24251,1,A,9678,Urostachys phlegmarioides (Gaudich.) Herter ex Nessel,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phyllanthus (Hook. & Arn.) R.D.Dixit,Phlegmariurus,,Lycopodium phyllanthum Hook. & Arn.,24252,1,A,2376,Lycopodium phyllanthum Hook. & Arn.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus phyllanthus (Hook. & Arn.) R.D.Dixit,Phlegmariurus,,Lycopodium phyllanthum Hook. & Arn.,24252,1,A,22086,Huperzia phyllantha (Hook. & Arn.) Holub,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus pseudovaria (Browlie) Rouhan & A.R.Field,Phlegmariurus,F,Lycopodium pseudovarium Brownlie,24395,1,E,2377,Lycopodium pseudovarium Brownlie,Rouhan et al. (2021). Three new combinations and one lectotypification of fern and lycophyte taxa from the French overseas territories. Phytotaxa 497 (1): 054–056. https://doi.org/10.11646/phytotaxa.497.1.6
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus pseudovaria (Browlie) Rouhan & A.R.Field,Phlegmariurus,F,Lycopodium pseudovarium Brownlie,24395,1,E,22234,Huperzia pseudovaria (Brownlie) Holub,Rouhan et al. (2021). Three new combinations and one lectotypification of fern and lycophyte taxa from the French overseas territories. Phytotaxa 497 (1): 054–056. https://doi.org/10.11646/phytotaxa.497.1.6
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus schlechteri (E.Pritz.) A.R.Field & Bostock,Phlegmariurus,,Lycopodium schlechteri E.Pritz.,24248,1,E,, ,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus squarrosus (G.Forst.) Á.Löve & D.Löve,Phlegmariurus,,Lycopodium squarrosum G.Forst.,24253,1,A,9666,Urostachys squarrosus (G.Forst.) Herter,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus squarrosus (G.Forst.) Á.Löve & D.Löve,Phlegmariurus,,Lycopodium squarrosum G.Forst.,24253,1,A,9667,Lycopodium squarrosum var. laxum C.Chr.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus squarrosus (G.Forst.) Á.Löve & D.Löve,Phlegmariurus,,Lycopodium squarrosum G.Forst.,24253,1,A,2367,Lycopodium squarrosum G.Forst.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus squarrosus (G.Forst.) Á.Löve & D.Löve,Phlegmariurus,,Lycopodium squarrosum G.Forst.,24253,1,A,9669,Huperzia squarrosa (G.Forst.) Rothm.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus squarrosus (G.Forst.) Á.Löve & D.Löve,Phlegmariurus,,Lycopodium squarrosum G.Forst.,24253,1,A,9668,Lycopodium phyllanthum sensu ,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Phlegmariurus squarrosus (G.Forst.) Á.Löve & D.Löve,Phlegmariurus,,Lycopodium squarrosum G.Forst.,24253,1,A,19680,Huperzia squarrosa (G.Forst.) Trevis.,"Voir Field, A. R., and P. D. Bostock. 2013. New and existing combinations in Palaeotropical Phlegmariurus (Lycopodiaceae) and lectotypification of the type species Phlegmariurus phlegmaria (L.) T.Sen & U.Sen. PhytoKeys 20:33-51."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Pseudodiphasium volubile (G.Forst.) Holub,Pseudodiphasium,N,Lycopodium volubile G.Forst.,24397,1,A,9683,Lycopodium complanatum sensu Mett.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Pseudodiphasium volubile (G.Forst.) Holub,Pseudodiphasium,N,Lycopodium volubile G.Forst.,24397,1,A,2380,Lycopodium volubile G.Forst.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Pseudolycopodium densum (Rothm.) Holub,Pseudolycopodium,MN,Lepidotis densa Rothm.,24396,1,A,2371,Lycopodium deuterodensum Herter,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Pseudolycopodium densum (Rothm.) Holub,Pseudolycopodium,MN,Lepidotis densa Rothm.,24396,1,A,9684,Lycopodium densum Labill.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Lycopodiaceae P. Beauv. ex Mirb.,Pseudolycopodium densum (Rothm.) Holub,Pseudolycopodium,MN,Lepidotis densa Rothm.,24396,1,A,24398,Lepidotis densa Rothm.,"The Pteridophyte Phylogeny Group (2016) Journal of Systematics and Evolution 54, 563-603."
1,Lycopodes,Selaginellaceae Willk.,Selaginella firmuloides Warb.,Selaginella,FL, ,4419,1,E,9694,Selaginella jouani Hieron.,"Indiquée autochtone dans le listing, mais endémique dans la flore et sur Internet (http://homepages.caverock.net.nz/~bj/fern/selaginella2.htm)"
1,Lycopodes,Selaginellaceae Willk.,Selaginella firmuloides Warb.,Selaginella,FL, ,4419,1,E,9696,Selaginella vieillardii A.Br. ex Hieron.,"Indiquée autochtone dans le listing, mais endémique dans la flore et sur Internet (http://homepages.caverock.net.nz/~bj/fern/selaginella2.htm)"
1,Lycopodes,Selaginellaceae Willk.,Selaginella firmuloides Warb.,Selaginella,FL, ,4419,1,E,9695,Selaginella firmula sensu Jeanp.,"Indiquée autochtone dans le listing, mais endémique dans la flore et sur Internet (http://homepages.caverock.net.nz/~bj/fern/selaginella2.htm)"
1,Lycopodes,Selaginellaceae Willk.,Selaginella hordeiformis Baker,Selaginella,F, ,4420,1,E,9689,Selaginella tessellata W.Bull,"Distribution : Fidji (erreur d'étiquette), Nouvelle-Calédonie"
1,Lycopodes,Selaginellaceae Willk.,Selaginella megastachya Baker,Selaginella,F, ,4422,1,E,, ,
1,Lycopodes,Selaginellaceae Willk.,Selaginella neocaledonica Baker,Selaginella,FM, ,4423,1,E,9691,Selaginella squamifolia Warb.,
1,Lycopodes,Selaginellaceae Willk.,Selaginella neocaledonica Baker,Selaginella,FM, ,4423,1,E,9693,Selaginella usta var. angustifolia Hieron. ex Jeanp.,
1,Lycopodes,Selaginellaceae Willk.,Selaginella neocaledonica Baker,Selaginella,FM, ,4423,1,E,9692,Selaginella usta var. usta Vieill. ex Baker,
1,Lycopodes,Selaginellaceae Willk.,Selaginella neocaledonica Baker,Selaginella,FM, ,4423,1,E,9690,Selaginella macgillivrayi Baker,
1,Lycopodes,Selaginellaceae Willk.,Selaginella sespillifolia Brownlie,Selaginella,FL, ,4424,1,E,, ,
1,Lycopodes,Selaginellaceae Willk.,Selaginella vieillardii Warb.,Selaginella,F, ,4425,1,E,, ,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium attenuatum R.Br.,Asplenium,F, ,524,1,A,, ,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium australasicum (J.Sm.) Hook.f.,Asplenium,F,Neottopteris australasica J.Sm.,525,1,A,20576,Neottopteris australasica J.Sm.,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium cuneatum Lam.,Asplenium,F, ,526,1,A,20406,Asplenium spathulinum var. proliferum (Bonap.) C.Chr.,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium cuneatum Lam.,Asplenium,F, ,526,1,A,20405,Asplenium cuneatum var. proliferum Bonap.,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium decurrens Willd.,Asplenium,G, ,24613,1,A,24217,Asplenium obtusatum G.Forst.,D'après Perrie & Brownsey pers. comm. (sur Gâteblé 1020)
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium dognyense Rosenst.,Asplenium,F, ,527,1,E,24450,Asplenium tenerum var. neocaledonica Rosenst.,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium filidens Brownlie,Asplenium,F, ,528,2,E,, ,"Pourrait être un synonyme de A. parvum Watts (Perrie pers. comm, Mars 2017)"
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium insiticium Brack.,Asplenium,Ø, ,22278,1,A,, ,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium laserpitiifolium Lam.,Asplenium,F, ,22277,1,A,536,Asplenium robustum Blume,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium listeri C.Chr.,Asplenium,G, ,24557,1,A,, ,"Present in New Caledonia fide Ohlsen, D. J., Perrie, L. R., Shepherd, L. D., & Bayly, M. J. (2014) Australian Systematic Botany 27, 372-377."
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium lobulatum Mett. ex Kuhn,Asplenium,, ,24430,1,A,, ,"Signalé par Ohlsen, D. J., Perrie, L. R., Shepherd, L. D., Brownsey, P. J., & Bayly, M. J. (2015). Phylogeny of the fern family Aspleniaceae in Australasia and the south-western Pacific. Australian Systematic Botany, 27(6), 355-371."
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium nidus L.,Asplenium,F, ,529,1,A,, ,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium novae-caledoniae Hook.,Asplenium,FM, ,530,1,E,36945,Asplenium ceratophyllum Copel.,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium oligolepidum C.Chr.,Asplenium,F, ,531,1,E,, ,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium polyodon G.Forst.,Asplenium,F, ,532,1,A,23352,"Asplenium adiantoides (L.) C.Chr., auct. non.","Is different from A. falcatum fide Salgado, A. E. & Fraser-Jenkins, C. R. (2013) Fern Gazette 19, 213-239."
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium polyodon G.Forst.,Asplenium,F, ,532,1,A,21418,Asplenium adiantoides var. polyodon (G.Forst.) Bonap.,"Is different from A. falcatum fide Salgado, A. E. & Fraser-Jenkins, C. R. (2013) Fern Gazette 19, 213-239."
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium polyphyleticum Compton,Asplenium,F, ,533,1,E,, ,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium pseudobulbiferum Brownlie,Asplenium,F, ,534,1,E,, ,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium pseudotenerum Brownlie,Asplenium,F, ,535,1,E,, ,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium subflexuosum Rosenst.,Asplenium,F, ,537,1,A,, ,
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium tenuiculum Rosenst.,Asplenium,, ,24431,1,E,, ,"Brownlie (1969, Fl. NC p. 185) considered this taxa as an Hybrid and didn't retain that name, Ohlsen et al. (2015) considered it as a good species."
2,Fougères/Ferns,Aspleniaceae Newman,Asplenium vieillardii Mett.,Asplenium,FL, ,539,1,E,24449,Asplenium vieillardii var. scoparioides Rosenst.,
2,Fougères/Ferns,Aspleniaceae Newman,Hymenasplenium neocaledonicum Li Bing Zhang & K.W.Xu,Hymenasplenium,F, ,36763,1,E,, ,"In : Xu, K.-W., et al., A revision of the Hymenasplenium unilaterale subclade (Aspleniaceae; Pteridophyta) with the description of nine new species. Phytotaxa, 2019. 419(1): p. 1-27."
2,Fougères/Ferns,Athyriaceae Alston,Deparia petersenii (Kunze) M.Kato,Deparia,F,Asplenium petersenii Kunze,21654,1,A,20578,Asplenium petersenii Kunze,
2,Fougères/Ferns,Athyriaceae Alston,Deparia petersenii (Kunze) M.Kato,Deparia,F,Asplenium petersenii Kunze,21654,1,A,545,Lunatryrium petersenii (Kunze) H.Ohba,
2,Fougères/Ferns,Athyriaceae Alston,Diplazium dilatatum Blume,Diplazium,F, ,542,1,A,, ,
2,Fougères/Ferns,Athyriaceae Alston,Diplazium echinatum C.Chr.,Diplazium,F, ,543,1,A,, ,
2,Fougères/Ferns,Athyriaceae Alston,Diplazium rosenstockii (Copel.) Brownlie,Diplazium,F,Athyrium rosenstockii Copel.,544,1,E,20404,Athyrium rosenstockii Copel.,ne serait présente qu'aux Loyautés d'après Brownlie
2,Fougères/Ferns,Athyriaceae Alston,Diplazium rosenstockii (Copel.) Brownlie,Diplazium,F,Athyrium rosenstockii Copel.,544,1,E,20403,Athyrium australe var. gemmiferum C.Chr.,ne serait présente qu'aux Loyautés d'après Brownlie
2,Fougères/Ferns,Blechnaceae Newman,Austroblechnum vieillardii (Mett.) Gasper & V.A.O.Dittrich,Austroblechnum,F,Blechnum vieillardii var. vieillardii Mett.,24429,1,E,607,Blechnum vieillardii var. vieillardii Mett.,"DE GASPER, A.L., DITTRICH, V.A.D.O., SMITH, A.R. and SALINO, A., 2016. A classification for Blechnaceae (Polypodiales: Polypodiopsida): New genera, resurrected names, and combinations. Phytotaxa, 275(3), pp.191-227."
