ordre_affichage,groupe,famille,nom_taxon,Genre,formation,basionyme,id_taxon,valide,statut,id synonyme,synonyme,remarque
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,MN,Eranthemum atropurpureum W.Bull,25,1,A,7817,Eranthemum versicolor W.Bull,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,MN,Eranthemum atropurpureum W.Bull,25,1,A,7788,Eranthemum marmoratum W.Bull,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,MN,Eranthemum atropurpureum W.Bull,25,1,A,7772,Eranthemum eldorado Williams,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,MN,Eranthemum atropurpureum W.Bull,25,1,A,7789,Eranthemum reticulatum W.Bull,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,MN,Eranthemum atropurpureum W.Bull,25,1,A,7816,Pseuderanthemum reticulatum (W.Bull) Radlk.,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,MN,Eranthemum atropurpureum W.Bull,25,1,A,7761,Eranthemum aureoreticulatum Williams,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,MN,Eranthemum atropurpureum W.Bull,25,1,A,7786,Eranthemum atropurpureum W.Bull,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg,Pseuderanthemum,MN,Eranthemum atropurpureum W.Bull,25,1,A,8239,Eranthemum schomburgkii Hort.,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum comptonii S.Moore,Pseuderanthemum,FM, ,28,1,E,7752,Pseuderanthemum balansae Baill. ex Guillaumin,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum comptonii S.Moore,Pseuderanthemum,FM, ,28,1,E,7753,Eranthemum balansae Baill. ex Guillaumin,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum incisum Benoist,Pseuderanthemum,L, ,29,1,E,, ,
5,Dicotylédones,Acanthaceae Juss.,"Pseuderanthemum melanesicum Gâteblé, Ramon & Butaud",Pseuderanthemum,G, ,36743,1,A,, ,"In Gâteblé, G., Ramon, L., & Butaud, J.-F. (2019) PhytoKeys 128, 73-84. NC & Vanuatu"
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum repandum subsp. loyaltyense (Guillaumin) Heine,Pseuderanthemum,F,Pseuderanthemum loyaltyense Guillaumin,30,1,E,7773,Pseuderanthemum loyaltyense Guillaumin,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum repandum subsp. stenopetalum Heine,Pseuderanthemum,FN, ,31,1,E,, ,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum repandum subsp. tuberculatum (Hook.) Heine,Pseuderanthemum,FL,Eranthemum tuberculatum Hook.,32,1,E,7760,Pseuderanthemum tuberculatum (Hook.) Radlk.,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum repandum subsp. tuberculatum (Hook.) Heine,Pseuderanthemum,FL,Eranthemum tuberculatum Hook.,32,1,E,7759,Eranthemum tuberculatum Hook.,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum variabile (R.Br.) Radlk.,Pseuderanthemum,LM,Eranthemum variabile R.Br.,34,1,A,7774,Eranthemum variabile R.Br.,
5,Dicotylédones,Acanthaceae Juss.,Pseuderanthemum variabile (R.Br.) Radlk.,Pseuderanthemum,LM,Eranthemum variabile R.Br.,34,1,A,7775,Chrestienia elegans Montrouz. ex Beauvis.,
5,Dicotylédones,Aizoaceae Martinov,Sesuvium portulacastrum (L.) L.,Sesuvium,G,Portulaca portulacastrum L.,90,1,A,8587,Portulaca portulacastrum L.,
5,Dicotylédones,Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,G,Demidovia tetragonioides Pall.,91,1,A,8589,"Tetragonia expansa Murray, nom. illeg.",
5,Dicotylédones,Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,G,Demidovia tetragonioides Pall.,91,1,A,8588,Demidovia tetragonioides Pall.,
5,Dicotylédones,Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,G,Demidovia tetragonioides Pall.,91,1,A,8591,Tetragonia japonica Thunb.,
5,Dicotylédones,Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,G,Demidovia tetragonioides Pall.,91,1,A,19724,Tetragonia cornuta Gaertn.,
5,Dicotylédones,Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,G,Demidovia tetragonioides Pall.,91,1,A,8592,Tetragonia halimifolia G.Forst.,
5,Dicotylédones,Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,G,Demidovia tetragonioides Pall.,91,1,A,8590,Tetragonia expansa var. cornuta (Gaertn.) Endl.,
5,Dicotylédones,Aizoaceae Martinov,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,G,Demidovia tetragonioides Pall.,91,1,A,7387,Tetragonia expansa Murray,
5,Dicotylédones,Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,F, ,4821,1,G,19851,Pittosporum penduliflorum Baker f.,
5,Dicotylédones,Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,F, ,4821,1,G,4816,Memecylanthus neocaledonicus Gilg & Schltr.,
5,Dicotylédones,Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,F, ,4821,1,G,4818,Periomphale pancheri Baill.,
5,Dicotylédones,Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,F, ,4821,1,G,4819,Periomphale neocaledonica (Gilg & Schltr.) Steenis,
5,Dicotylédones,Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,F, ,4821,1,G,4820,Periomphale gaultherioides (Gilg & Schltr.) Steenis,
5,Dicotylédones,Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,F, ,4821,1,G,93,Wittsteinia balansae (Baill.) Steenis,
5,Dicotylédones,Alseuosmiaceae Airy Shaw,Periomphale balansae Baill.,Periomphale,F, ,4821,1,G,4824,Pachydiscus gaulthenioides Gilg & Schltr.,
5,Dicotylédones,Alseuosmiaceae Airy Shaw,Platyspermation crassifolium Guillaumin,Platyspermation,FM, ,1450,1,G,, ,
5,Dicotylédones,Amaranthaceae Juss.,Achyranthes aspera L.,Achyranthes,GN, ,94,1,A,, ,
5,Dicotylédones,Amaranthaceae Juss.,Alternanthera nodiflora R.Br.,Alternanthera,N, ,96,1,A,, ,
5,Dicotylédones,Amaranthaceae Juss.,Alternanthera pungens Kunth,Alternanthera,GN, ,97,1,A,7351,Achyranthes repens L.,
5,Dicotylédones,Amaranthaceae Juss.,Alternanthera sessilis (L.) R.Br. ex DC.,Alternanthera,N,Gomphrena sessilis L.,98,1,A,19725,Gomphrena sessilis L.,
5,Dicotylédones,Amaranthaceae Juss.,Amaranthus interruptus R.Br.,Amaranthus,N, ,102,1,A,, ,
5,Dicotylédones,Amaranthaceae Juss.,Amaranthus viridis L.,Amaranthus,N, ,105,1,A,7356,Amaranthus gracilis Desf.,
5,Dicotylédones,Amaranthaceae Juss.,Atriplex jubata S.Moore,Atriplex,G, ,7057,1,E,, ,
5,Dicotylédones,Amaranthaceae Juss.,Deeringia arborescens (R.Br.) Druce,Deeringia,FL,Lestibudesia arborescens R.Br.,107,1,A,7362,Deeringia altissima (Moq.) F.Muell.,
5,Dicotylédones,Amaranthaceae Juss.,Deeringia arborescens (R.Br.) Druce,Deeringia,FL,Lestibudesia arborescens R.Br.,107,1,A,7821,Lestibudesia arborescens R.Br.,
5,Dicotylédones,Amaranthaceae Juss.,Deeringia arborescens (R.Br.) Druce,Deeringia,FL,Lestibudesia arborescens R.Br.,107,1,A,7922,Lagrezia altissima Moq.,
5,Dicotylédones,Amaranthaceae Juss.,Dysphania carinata (R.Br.) Mosyakin & Clemants,Dysphania,N,Chenopodium carinatum R.Br.,26734,1,A,8597,Ambrina carinata (R.Br.) Moq.,"Mosyakin & Clemants (2002) Ukrayins’k. Bot. Zhurn., n.s. 59(4): 382"
5,Dicotylédones,Amaranthaceae Juss.,Dysphania carinata (R.Br.) Mosyakin & Clemants,Dysphania,N,Chenopodium carinatum R.Br.,26734,1,A,781,Chenopodium carinatum R.Br.,"Mosyakin & Clemants (2002) Ukrayins’k. Bot. Zhurn., n.s. 59(4): 382"
5,Dicotylédones,Amaranthaceae Juss.,Dysphania carinata (R.Br.) Mosyakin & Clemants,Dysphania,N,Chenopodium carinatum R.Br.,26734,1,A,8598,Blitum carinatum (R.Br.) C.A.Mey. ex Steud.,"Mosyakin & Clemants (2002) Ukrayins’k. Bot. Zhurn., n.s. 59(4): 382"
5,Dicotylédones,Amaranthaceae Juss.,Dysphania carinata (R.Br.) Mosyakin & Clemants,Dysphania,N,Chenopodium carinatum R.Br.,26734,1,A,8596,Salsola carinata (R.Br.) Spreng.,"Mosyakin & Clemants (2002) Ukrayins’k. Bot. Zhurn., n.s. 59(4): 382"
5,Dicotylédones,Amaranthaceae Juss.,Einadia nutans (R.Br.) A.J.Scott,Einadia,N,Rhagodia nutans R.Br.,783,1,A,8602,Rhagodia nutans R.Br.,
5,Dicotylédones,Amaranthaceae Juss.,Enchylaena tomentosa R.Br.,Enchylaena,G, ,24559,1,A,, ,"Signalled by Duke N.C., Mackenzie A.M. & Wood A. (2010). Tidal wetland flora of New Caledonia. UniQuest Pty Limited St Lucia, pp. 1-90."
5,Dicotylédones,Amaranthaceae Juss.,Salsola australis R.Br.,Salsola,G, ,786,1,A,, ,"Previously the name S. kali L. was used in NC, but we follow Chinnock 2010. J. Adelaide Bot. Gard. 24 (2010) 75–79; Borger et al. Australian Journal of Botany (2008), 56, 600–608"
5,Dicotylédones,Amaranthaceae Juss.,Sarcocornia quinqueflora (Bunge ex Ung.-Sternb.) A.J.Scott,Sarcocornia,G,Salicornia quinqueflora Bunge ex Ung.-Sternb.,8607,1,A,785,Salicornia australis Sol. ex G.Forst.,
5,Dicotylédones,Amaranthaceae Juss.,Sarcocornia quinqueflora (Bunge ex Ung.-Sternb.) A.J.Scott,Sarcocornia,G,Salicornia quinqueflora Bunge ex Ung.-Sternb.,8607,1,A,8608,Salicornia quinqueflora Bunge ex Ung.-Sternb.,
5,Dicotylédones,Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,G,Chenopodium maritimum L.,787,1,A,8612,Chenopodium austale R.Br.,
5,Dicotylédones,Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,G,Chenopodium maritimum L.,787,1,A,8611,Suaeda australis (R.Br.) Moq.,
5,Dicotylédones,Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,G,Chenopodium maritimum L.,787,1,A,8616,Suaeda maritima var. australis (R.Br.) Domin,
5,Dicotylédones,Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,G,Chenopodium maritimum L.,787,1,A,8614,Chenopodina australis (R.Br.) Moq.,
5,Dicotylédones,Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,G,Chenopodium maritimum L.,787,1,A,8613,Schoberia australis (R.Br.) C.A.Mey. ex Steud.,
5,Dicotylédones,Amaranthaceae Juss.,Suaeda maritima (L.) Dumort.,Suaeda,G,Chenopodium maritimum L.,787,1,A,8615,Lerchea maritima var. australis (R.Br.) Kuntze,
5,Dicotylédones,Amborellaceae Pichon,Amborella trichopoda Baill.,Amborella,F, ,121,1,G,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Euroschinus aoupiniensis M.Hoff,Euroschinus,F, ,123,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Euroschinus elegans Engl.,Euroschinus,F, ,124,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Euroschinus jaffrei M.Hoff,Euroschinus,FM, ,125,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Euroschinus obtusifolius Engl. var. obtusifolius,Euroschinus,F, ,126,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Euroschinus obtusifolius var. robustus Engl.,Euroschinus,F, ,8541,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Euroschinus rubromarginatus Baker f.,Euroschinus,F, ,127,1,E,9207,Euroschinus sylvicolus Baker f.,
5,Dicotylédones,Anacardiaceae R.Br.,Euroschinus verrucosus Engl.,Euroschinus,F, ,128,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Euroschinus vieillardii Engl. var. vieillardii,Euroschinus,F, ,131,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Euroschinus vieillardii var. glaber Hürl.,Euroschinus,FL, ,129,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,FN,Icica timoriensis DC.,8545,1,A,9212,Owenia cerasifera F.Muell.,
5,Dicotylédones,Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,FN,Icica timoriensis DC.,8545,1,A,9213,Pleiogynium cerasiferum (F.Muell.) R.Parker,
5,Dicotylédones,Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,FN,Icica timoriensis DC.,8545,1,A,9209,Spondias solandri Benth.,
5,Dicotylédones,Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,FN,Icica timoriensis DC.,8545,1,A,9210,Pleiogynium solandri (Benth.) Engl.,
5,Dicotylédones,Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,FN,Icica timoriensis DC.,8545,1,A,9208,Icica timoriensis DC.,
5,Dicotylédones,Anacardiaceae R.Br.,Pleiogynium timoriense (DC.) Leenh.,Pleiogynium,FN,Icica timoriensis DC.,8545,1,A,9211,Spondias pleiogyna F.Muell.,
5,Dicotylédones,Anacardiaceae R.Br.,Semecarpus atra (G.Forst.) Vieill.,Semecarpus,FL,Rhus atra G.Forst.,134,1,E,20390,Semecarpus vitiensis auct.,
5,Dicotylédones,Anacardiaceae R.Br.,Semecarpus atra (G.Forst.) Vieill.,Semecarpus,FL,Rhus atra G.Forst.,134,1,E,9216,Oncocarpus atra (G.Forst.) Seem.,
5,Dicotylédones,Anacardiaceae R.Br.,Semecarpus atra (G.Forst.) Vieill.,Semecarpus,FL,Rhus atra G.Forst.,134,1,E,9215,Rhus atra G.Forst.,
5,Dicotylédones,Anacardiaceae R.Br.,Semecarpus balansae Engl.,Semecarpus,F, ,135,1,E,9217,Semecarpus ngoyensis Baker f.,
5,Dicotylédones,Anacardiaceae R.Br.,Semecarpus neocaledonica Engl.,Semecarpus,F, ,136,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Semecarpus poyaensis Hoff,Semecarpus,M, ,8549,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Semecarpus riparia Virot,Semecarpus,MR, ,138,1,E,, ,
5,Dicotylédones,Anacardiaceae R.Br.,Semecarpus virotii M.Hoff,Semecarpus,FM, ,139,1,E,, ,
5,Dicotylédones,Annonaceae Juss.,Goniothalamus dumontetii R.M.K.Saunders & Munzinger,Goniothalamus,F, ,21763,1,E,, ,
5,Dicotylédones,Annonaceae Juss.,Goniothalamus obtusatus (Baill.) R. M. K. Saunders,Goniothalamus,F,Oxymitra obtusata Baill.,23964,1,E,152,Richella obtusata (Baill.) R.E.Fr.,
5,Dicotylédones,Annonaceae Juss.,Goniothalamus obtusatus (Baill.) R. M. K. Saunders,Goniothalamus,F,Oxymitra obtusata Baill.,23964,1,E,5166,Oxymitra obtusata Baill.,
5,Dicotylédones,Annonaceae Juss.,Huberantha nitidissima (Dunal) Chaowasku,Huberantha,FL,Unona nitidissima Dunal,24273,1,A,19824,Unona nitidissima Dunal,
5,Dicotylédones,Annonaceae Juss.,Huberantha nitidissima (Dunal) Chaowasku,Huberantha,FL,Unona nitidissima Dunal,24273,1,A,151,Polyalthia nitidissima (Dunal) Benth.,
5,Dicotylédones,Annonaceae Juss.,Huberantha nitidissima (Dunal) Chaowasku,Huberantha,FL,Unona nitidissima Dunal,24273,1,A,24093,Hubera nitidissima (Dunal) Chaowasku,
5,Dicotylédones,Annonaceae Juss.,Meiogyne baillonii (Guillaumin) Heusden,Meiogyne,F,Uvaria baillonii Guillaumin,19750,1,E,153,Uvaria baillonii Guillaumin,
5,Dicotylédones,Annonaceae Juss.,Meiogyne baillonii (Guillaumin) Heusden,Meiogyne,F,Uvaria baillonii Guillaumin,19750,1,E,5170,Melodorum baillonii Guillaumin,
5,Dicotylédones,Annonaceae Juss.,Meiogyne dumetosa (Vieill. ex Guillaumin) Heusden,Meiogyne,M,Uvaria dumetosa Vieill. ex Guillaumin,19751,1,E,155,Uvaria dumetosa Vieill. ex Guillaumin,
5,Dicotylédones,Annonaceae Juss.,Meiogyne lecardii (Guillaumin) Heusden,Meiogyne,F,Unona lecardii Guillaumin,19752,1,E,148,Desmos lecardii (Guillaumin) R.E.Fr.,
5,Dicotylédones,Annonaceae Juss.,Meiogyne lecardii (Guillaumin) Heusden,Meiogyne,F,Unona lecardii Guillaumin,19752,1,E,5240,Unona lecardii Guillaumin,
5,Dicotylédones,Annonaceae Juss.,Meiogyne punctulata (Baill.) I.M.Turner & Utteridge,Meiogyne,FLM,Melodorum punctulatum Baill.,24567,1,E,149,Desmos tiebaghiensis (Däniker) R.E.Fr.,"Turner, I. M. & Utteridge, T. M. A. (2017) European Journal of Taxonomy 339, 1-44."
5,Dicotylédones,Annonaceae Juss.,Meiogyne punctulata (Baill.) I.M.Turner & Utteridge,Meiogyne,FLM,Melodorum punctulatum Baill.,24567,1,E,19753,Meiogyne tiebaghiensis (Däniker) Heusden,"Turner, I. M. & Utteridge, T. M. A. (2017) European Journal of Taxonomy 339, 1-44."
5,Dicotylédones,Annonaceae Juss.,Meiogyne punctulata (Baill.) I.M.Turner & Utteridge,Meiogyne,FLM,Melodorum punctulatum Baill.,24567,1,E,150,Fissistigma punctulatum (Baill.) Merr.,"Turner, I. M. & Utteridge, T. M. A. (2017) European Journal of Taxonomy 339, 1-44."
5,Dicotylédones,Annonaceae Juss.,Meiogyne punctulata (Baill.) I.M.Turner & Utteridge,Meiogyne,FLM,Melodorum punctulatum Baill.,24567,1,E,5241,Unona tiebaghiensis Däniker,"Turner, I. M. & Utteridge, T. M. A. (2017) European Journal of Taxonomy 339, 1-44."
5,Dicotylédones,Annonaceae Juss.,Xylopia dibaccata Däniker,Xylopia,M, ,156,1,E,, ,
5,Dicotylédones,Annonaceae Juss.,Xylopia pallescens Baill.,Xylopia,M, ,157,1,E,, ,
5,Dicotylédones,Annonaceae Juss.,Xylopia pancheri Baill.,Xylopia,FM, ,158,1,E,, ,
5,Dicotylédones,Annonaceae Juss.,Xylopia vieillardii Baill.,Xylopia,F, ,159,1,E,, ,
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Apiopetalum glabratum Baill.,Apiopetalum,F, ,344,1,G,345,Apiopetalum pennelii R.Vig.,
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Apiopetalum velutinum Baill.,Apiopetalum,FM, ,346,1,G,343,Apiopetalum arboreum Baker f.,
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,GN, ,3012,1,A,21188,Apium filiforme (A.Rich.) Hook.,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,GN, ,3012,1,A,21229,Helosciadium prostratum (Labill.) Bunge,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,GN, ,3012,1,A,21228,Petroselinum prostratum (Labill.) DC.,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,GN, ,3012,1,A,21189,Petroselinum filiforme A.Rich.,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Apium prostratum Labill.,Apium,GN, ,3012,1,A,8224,Apium australe Thouars,"Parfois cité Apium prostratum Labill. ex Vent., mais la description, quoique courte, de 1800 est validante : « une nouvelle espèce de persil que je nommai apium prostratum à cause de la disposition de sa tige toujours couchée par terre » (28/04/1792)"
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Centella asiatica (L.) Urb.,Centella,LGN,Hydrocotyle asiatica L.,3013,1,A,21222,Hydrocotyle lurida Hance,
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Centella asiatica (L.) Urb.,Centella,LGN,Hydrocotyle asiatica L.,3013,1,A,19817,Hydrocotyle asiatica L.,
5,Dicotylédones,Apiaceae Lindl. [= Umbelliferae Juss.],Centella asiatica (L.) Urb.,Centella,LGN,Hydrocotyle asiatica L.,3013,1,A,21221,Hydrocotyle wightiana Wall.,
5,Dicotylédones,Apocynaceae Juss.,Alstonia balansae Guillaumin,Alstonia,FLM, ,161,1,E,187,Alstonia undulata Guillaumin,
5,Dicotylédones,Apocynaceae Juss.,Alstonia boulindaensis Boiteau,Alstonia,F, ,162,1,E,, ,
5,Dicotylédones,Apocynaceae Juss.,Alstonia coriacea Pancher ex S.Moore,Alstonia,FM, ,163,1,E,6289,Alstonia lenormandii var. coriacea (Pancher ex S.Moore) Monach.,
5,Dicotylédones,Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,FN,Echites costata G.Forst.,22162,1,A,181,Alstonia plumosa f. glabra Boiteau,
5,Dicotylédones,Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,FN,Echites costata G.Forst.,22162,1,A,22161,Echites costata G.Forst.,
5,Dicotylédones,Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,FN,Echites costata G.Forst.,22162,1,A,180,Alstonia plumosa var. communis Boiteau,
5,Dicotylédones,Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,FN,Echites costata G.Forst.,22162,1,A,6294,Alstonia roeperi Van Heurck & Müll.Arg.,
5,Dicotylédones,Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,FN,Echites costata G.Forst.,22162,1,A,24405,Alstonia plumosa f. communis Boiteau,
5,Dicotylédones,Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,FN,Echites costata G.Forst.,22162,1,A,6285,Alstonia costata Jeann.,
5,Dicotylédones,Apocynaceae Juss.,Alstonia costata (G.Forst.) R.Br.,Alstonia,FN,Echites costata G.Forst.,22162,1,A,183,Alstonia plumosa var. plumosa Labill.,
5,Dicotylédones,Apocynaceae Juss.,Alstonia deplanchei Van Heurck & Müll.Arg.,Alstonia,M, ,166,1,E,6293,Alstonia retusa S.Moore,
5,Dicotylédones,Apocynaceae Juss.,Alstonia deplanchei Van Heurck & Müll.Arg.,Alstonia,M, ,166,1,E,165,Alstonia deplanchei var. ndokoaensis Boiteau,
5,Dicotylédones,Apocynaceae Juss.,Alstonia deplanchei Van Heurck & Müll.Arg.,Alstonia,M, ,166,1,E,6297,Alstonia spathulifolia Guillaumin & Virot,
5,Dicotylédones,Apocynaceae Juss.,Alstonia deplanchei Van Heurck & Müll.Arg.,Alstonia,M, ,166,1,E,6291,Alstonia linearifolia Guillaumin,
5,Dicotylédones,Apocynaceae Juss.,Alstonia lanceolata Van Heurck,Alstonia,F, ,167,1,E,, ,
5,Dicotylédones,Apocynaceae Juss.,Alstonia lanceolifera S.Moore,Alstonia,FM, ,170,1,E,6290,Alstonia lenormandii var. lanceolifera (S.Moore) Monach.,
5,Dicotylédones,Apocynaceae Juss.,Alstonia lanceolifera S.Moore,Alstonia,FM, ,170,1,E,169,Alstonia lanceolifera var. oleoidea Boiteau,
5,Dicotylédones,Apocynaceae Juss.,Alstonia legouixiae Van Heurck,Alstonia,FM, ,174,1,E,173,Alstonia legouixiae var. obtusalabastra Boiteau,
5,Dicotylédones,Apocynaceae Juss.,Alstonia legouixiae Van Heurck,Alstonia,FM, ,174,1,E,172,Alstonia legouixiae var. linearis Boiteau,
5,Dicotylédones,Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,FM, ,178,1,E,185,Alstonia saligna S.Moore,
5,Dicotylédones,Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,FM, ,178,1,E,6292,Alstonia moui Pancher,
5,Dicotylédones,Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,FM, ,178,1,E,177,Alstonia lenormandii var. minutifolia Boiteau,
5,Dicotylédones,Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,FM, ,178,1,E,175,Alstonia lenormandii var. comptonii (S.Moore) Boiteau,
5,Dicotylédones,Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,FM, ,178,1,E,6288,Alstonia filipes Schltr. ex Guillaumin,
5,Dicotylédones,Apocynaceae Juss.,Alstonia lenormandii Van Heurck & Müll.Arg.,Alstonia,FM, ,178,1,E,6284,Alstonia comptonii S.Moore,
5,Dicotylédones,Apocynaceae Juss.,Alstonia odontophora Boiteau,Alstonia,F, ,179,1,E,, ,
5,Dicotylédones,Apocynaceae Juss.,Alstonia quaternata Van Heurck,Alstonia,F, ,184,1,E,, ,
5,Dicotylédones,Apocynaceae Juss.,Alstonia sphaerocapitata Boiteau,Alstonia,F, ,186,1,E,, ,
5,Dicotylédones,Apocynaceae Juss.,Alstonia stenophylla Guillaumin,Alstonia,Ø, ,6299,1,E,, ,
5,Dicotylédones,Apocynaceae Juss.,Alstonia vieillardii Van Heurck,Alstonia,F, ,190,1,E,188,Alstonia vieillardii var. glaberrima Guillaumin,
5,Dicotylédones,Apocynaceae Juss.,Alstonia vieillardii Van Heurck,Alstonia,F, ,190,1,E,6286,Alstonia duerkheimiana Schltr.,
5,Dicotylédones,Apocynaceae Juss.,Alyxia baillonii Guillaumin,Alyxia,F, ,192,1,E,208,Alyxia laurina (Baill.) Guillaumin ex Däniker,
5,Dicotylédones,Apocynaceae Juss.,Alyxia baillonii Guillaumin,Alyxia,F, ,192,1,E,6391,Gynopogon laurinum Baill.,
5,Dicotylédones,Apocynaceae Juss.,Alyxia caletioides (Baill.) Guillaumin,Alyxia,LM,Gynopogon caletoides Baill.,194,1,E,6388,Gynopogon caletoides Baill.,
